Author,Work,Citation,Original,English
Flavius Josephus,Antiquities of the Jews,15.331,,"Now upon his observation of a place near the sea, which was very proper for containing a city, and was before called Strato's Tower, he set about getting a plan for a magnificent city there, and erected many edifices with great diligence all over it, and this of white stone. He also adorned it with most sumptuous palaces and large edifices for containing the people; and what was the greatest and most laborious work of all, he adorned it with a haven, that was always free from the waves of the sea. Its largeness was not less than the Pyrmum [at Athens], and had towards the city a double station for the ships. It was of excellent workmanship; and this was the more remarkable for its being built in a place that of itself was not suitable to such noble structures, but was to be brought to perfection by materials from other places, and at very great expenses. This city is situate in Phoenicia, in the passage by sea to Egypt, between Joppa and Dora, which are lesser maritime cities, and not fit for havens, on account of the impetuous south winds that beat upon them, which rolling the sands that come from the sea against the shores, do not admit of ships lying in their station; but the merchants are generally there forced to ride at their anchors in the sea itself. So Herod endeavored to rectify this inconvenience, and laid out such a compass towards the land as might be sufficient for a haven, wherein the great ships might lie in safety; and this he effected by letting down vast stones of above fifty feet in length, not less than eighteen in breadth, and nine in depth, into twenty fathom deep; and as some were lesser, so were others bigger than those dimensions. This mole which he built by the sea-side was two hundred feet wide, the half of which was opposed to the current of the waves, so as to keep off those waves which were to break upon them, and so was called Procymatia, or the first breaker of the waves; but the other half had upon it a wall, with several towers, the largest of which was named Drusus, and was a work of very great excellence, and had its name from Drusus, the son-in-law of Caesar, who died young. There were also a great number of arches where the mariners dwelt. There was also before them a quay, [or landing place,] which ran round the entire haven, and was a most agreeable walk to such as had a mind to that exercise; but the entrance or mouth of the port was made on the north quarter, on which side was the stillest of the winds of all in this place: and the basis of the whole circuit on the left hand, as you enter the port, supported a round turret, which was made very strong, in order to resist the greatest waves; while on the right hand, as you enter, stood two vast stones, and those each of them larger than the turret, which were over against them; these stood upright, and were joined together. Now there were edifices all along the circular haven, made of the politest stone, with a certain elevation, whereon was erected a temple, that was seen a great way off by those that were sailing for that haven, and had in it two statues, the one of Rome, the other of Caesar. The city itself was called Cesarea, which was also itself built of fine materials, and was of a fine structure; nay, the very subterranean vaults and cellars had no less of architecture bestowed on them than had the buildings above ground. Some of these vaults carried things at even distances to the haven and to the sea; but one of them ran obliquely, and bound all the rest together, that both the rain and the filth of the citizens were together carried off with ease, and the sea itself, upon the flux of the tide from without, came into the city, and washed it all clean. Herod also built therein a theater of stone; and on the south quarter, behind the port, an amphitheater also, capable of holding a vast number of men, and conveniently situated for a prospect to the sea. So this city was thus finished in twelve years; 1during which time the king did not fail to go on both with the work, and to pay the charges that were necessary."
Flavius Josephus,Antiquities of the Jews,15.354,,"So when he had conducted Caesar to the sea, and was returned home, he built him a most beautiful temple, of the whitest stone, in Zenodorus's country, near the place called Panlure."
Flavius Josephus,Antiquities of the Jews,15.391,"Ἀνελὼν δὲ τοὺς ἀρχαίους θεμελίους καὶκαταβαλόμενος ἑτέρους ἐπ᾽ αὐτῶν ναὸν ἤγειρενμήκει μὲν ἑκατὸν ὄντα πηχῶν, τὸ δ᾽ ὕψος εἴκοσιπεριττοῖς, οὓς τῷ χρόνῳ συνιζησάντων τῶνθεμελίων ὑπέβη. καὶ τοῦτο μὲν κατὰ τοὺς Νέρωνοςκαιροὺς ἐπεγείρειν ἐγνώκειμεν.","So Herod took away the old foundations, and laid others, and erected the temple upon them, being in length a hundred cubits, and in height twenty additional cubits, which [twenty], upon the sinking of their foundations 1 fell down; and this part it was that we resolved to raise again in the days of Nero. Now the temple was built of stones that were white and strong, and each of their length was twenty-five cubits, their height was eight, and their breadth about twelve; and the whole structure, as also the structure of the royal cloister, was on each side much lower, but the middle was much higher, till they were visible to those that dwelt in the country for a great many furlongs, but chiefly to such as lived over against them, and those that approached to them. "
Flavius Josephus,Antiquities of the Jews,15.410_,,"Now in the western quarters of the enclosure of the temple there were four gates; the first led to the king's palace, and went to a passage over the intermediate valley; two more led to the suburbs of the city; and the last led to the other city, where the road descended down into the valley by a great number of steps, and thence up again by the ascent for the city lay over against the temple in the manner of a theater, and was encompassed with a deep valley along the entire south quarter; but the fourth front of the temple, which was southward, had indeed itself gates in its middle, as also it had the royal cloisters, with three walks, which reached in length from the east valley unto that on the west, for it was impossible it should reach any farther: and this cloister deserves to be mentioned better than any other under the sun; for while the valley was very deep, and its bottom could not be seen, if you looked from above into the depth, this further vastly high elevation of the cloister stood upon that height, insomuch that if any one looked down from the top of the battlements, or down both those altitudes, he would be giddy, while his sight could not reach to such an immense depth. This cloister had pillars that stood in four rows one over against the other all along, for the fourth row was interwoven into the wall, which [also was built of stone]; and the thickness of each pillar was such, that three men might, with their arms extended, fathom it round, and join their hands again, while its length was twenty-seven feet, with a double spiral at its basis; and the number of all the pillars [in that court] was a hundred and sixty-two. Their chapiters were made with sculptures after the Corinthian order, and caused an amazement [to the spectators], by reason of the grandeur of the whole. These four rows of pillars included three intervals for walking in the middle of this cloister; two of which walks were made parallel to each other, and were contrived after the same manner; the breadth of each of them was thirty feet, the length was a furlong, and the height fifty feet; but the breadth of the middle part of the cloister was one and a half of the other, and the height was double, for it was much higher than those on each side; but the roofs were adorned with deep sculptures in wood, representing many sorts of figures. The middle was much higher than the rest, and the wall of the front was adorned with beams, resting upon pillars, that were interwoven into it, and that front was all of polished stone, insomuch that its fineness, to such as had not seen it, was incredible, and to such as had seen it, was greatly amazing. Thus was the first enclosure. In the midst of which, and not far from it, was the second, to be gone up to by a few steps: this was encompassed by a stone wall for a partition, with an inscription, which forbade any foreigner to go in under pain of death. Now this inner enclosure had on its southern and northern quarters three gates [equally] distant one from another; but on the east quarter, towards the sun-rising, there was one large gate, through which such as were pure came in, together with their wives; but the temple further inward in that gate was not allowed to the women; but still more inward was there a third [court of the] temple, whereinto it was not lawful for any but the priests alone to enter. The temple itself was within this; and before that temple was the altar, upon which we offer our sacrifices and burnt-offerings to God. Into none of these three did king Herod enter, 1for he was forbidden, because he was not a priest. However, he took care of the cloisters and the outer enclosures, and these he built in eight years."
Flavius Josephus,Antiquities of the Jews,16.146,,"But as for his other benefits, it is impossible to reckon them up, those which he bestowed on cities, both in Syria and in Greece, and in all the places he came to in his voyages; for he seems to have conferred, and that after a most plentiful manner, what would minister to many necessities, and the building of public works, and gave them the money that was necessary to such works as wanted it, to support them upon the failure of their other revenues: but what was the greatest and most illustrious of all his works, he erected Apollo's temple at Rhodes, at his own expenses, and gave them a great number of talents of silver for the repair of their fleet. He also built the greatest part of the public edifices for the inhabitants of Nicopolis, at Actium; 1 and for the Antiochinus, the inhabitants of the principal city of Syria, where a broad street cuts through the place lengthways, he built cloisters along it on both sides, and laid the open road with polished stone, and was of very great advantage to the inhabitants. And as to the olympic games, which were in a very low condition, by reason of the failure of their revenues, he recovered their reputation, and appointed revenues for heir maintenance, and made that solemn meeting more venerable, as to the sacrifices and other ornaments; and by reason of this vast liberality, he was generally declared in their inscriptions to be one of the perpetual managers of those games."
Flavius Josephus,The Wars of the Jews,1.408,"Κατιδὼν δὲ κἀν τοῖς παραλίοις πόλιν ἤδη μὲν κάμνουσαν,Στράτωνος ἐκαλεῖτο πύργος, διὰ δὲ εὐφυίαν τοῦ χωρίουδέξασθαι δυναμένην τὸ φιλότιμον αὐτοῦ, πᾶσαν ἀνέκτισενλευκῷ λίθῳ καὶ λαμπροτάτοις ἐκόσμησεν βασιλείοις, ἐν ᾗμάλιστα τὸ φύσει μεγαλόνουν ἐπεδείξατο.","And when he observed that there was a city by the sea-side that was much decayed, (its name was Strato's Tower,) but that the place, by the happiness of its situation, was capable of great improvements from his liberality, he rebuilt it all with white stone, and adorned it with several most splendid palaces, wherein he especially demonstrated his magnanimity;"
Flavius Josephus,The Wars of the Jews,1.411,,"Now although the place where he built was greatly opposite to his purposes, yet did he so fully struggle with that difficulty, that the firmness of his building could not easily be conquered by the sea; and the beauty and ornament of the works were such, as though he had not had any difficulty in the operation; for when he had measured out as large a space as we have before mentioned, he let down stones into twenty fathom water, the greatest part of which were fifty feet in length, and nine in depth, and ten in breadth, and some still larger. But when the haven was filled up to that depth, he enlarged that wall which was thus already extant above the sea, till it was two hundred feet wide; one hundred of which had buildings before it, in order to break the force of the waves, whence it was called Procumatia, or the first breaker of the waves; but the rest of the space was under a stone wall that ran round it. On this wall were very large towers, the principal and most beautiful of which was called Drusium, from Drusus, who was son-in-law to Caesar."
Flavius Josephus,The Wars of the Jews,1.413,,"There were also a great number of arches, where the mariners dwelt; and all the places before them round about was a large valley, or walk, for a quay [or landing-place] to those that came on shore; but the entrance was on the north, because the north wind was there the most gentle of all the winds. At the mouth of the haven were on each side three great Colossi, supported by pillars, where those Colossi that are on your left hand as you sail into the port are supported by a solid tower; but those on the right hand are supported by two upright stones joined together, which stones were larger than that tower which was on the other side of the entrance. Now there were continual edifices joined to the haven, which were also themselves of white stone; and to this haven did the narrow streets of the city lead, and were built at equal distances one from another. And over against the mouth of the haven, upon an elevation, there was a temple for Caesar, which was excellent both in beauty and largeness; and therein was a Colossus of Caesar, not less than that of Jupiter Olympius, which it was made to resemble. The other Colossus of Rome was equal to that of Juno at Argos. So he dedicated the city to the province, and the haven to the sailors there; but the honor of the building he ascribed to Caesar, 1 and named it Cesarea accordingly."
Flavius Josephus,The Wars of the Jews,5.172,,"Now as these towers were so very tall, they appeared much taller by the place on which they stood; for that very old wall wherein they were was built on a high hill, and was itself a kind of elevation that was still thirty cubits taller; over which were the towers situated, and thereby were made much higher to appearance. The largeness also of the stones was wonderful; for they were not made of common small stones, nor of such large ones only as men could carry, but they were of white marble, cut out of the rock; each stone was twenty cubits in length, and ten in breadth, and five in depth. They were so exactly united to one another, that each tower looked like one entire rock of stone, so growing naturally, and afterward cut by the hand of the artificers into their present shape and corners; so little, or not at all, did their joints or connexion appear. "
Flavius Josephus,The Wars of the Jews,5.19,,"Now for the works that were above these foundations, these were not unworthy of such foundations; for all the cloisters were double, and the pillars to them belonging were twenty-five cubits in height, and supported the cloisters. These pillars were of one entire stone each of them, and that stone was white marble; and the roofs were adorned with cedar, curiously graven. The natural magnificence, and excellent polish, and the harmony of the joints in these cloisters, afforded a prospect that was very remarkable; nor was it on the outside adorned with any work of the painter or engraver. The cloisters [of the outmost court] were in breadth thirty cubits, while the entire compass of it was by measure six furlongs, including the tower of Antonia; those entire courts that were exposed to the air were laid with stones of all sorts. When you go through these [first] cloisters, unto the second [court of the] temple, there was a partition made of stone all round, whose height was three cubits: its construction was very elegant; upon it stood pillars, at equal distances from one another, declaring the law of purity, some in Greek, and some in Roman letters, that ""no foreigner should go within that sanctuary"" for that second [court of the] temple was called ""the Sanctuary,"" and was ascended to by fourteen steps from the first court. This court was four-square, and had a wall about it peculiar to itself; the height of its buildings, although it were on the outside forty cubits, 1 was hidden by the steps, and on the inside that height was but twenty-five cubits; for it being built over against a higher part of the hill with steps, it was no further to be entirely discerned within, being covered by the hill itself. Beyond these thirteen steps there was the distance of ten cubits; this was all plain; whence there were other steps, each of five cubits a-piece, that led to the gates, which gates on the north and south sides were eight, on each of those sides four, and of necessity two on the east. For since there was a partition built for the women on that side, as the proper place wherein they were to worship, there was a necessity for a second gate for them: this gate was cut out of its wall, over against the first gate. There was also on the other sides one southern and one northern gate, through which was a passage into the court of the women; for as to the other gates, the women were not allowed to pass through them; nor when they went through their own gate could they go beyond their own wall. This place was allotted to the women of our own country, and of other countries, provided they were of the same nation, and that equally. The western part of this court had no gate at all, but the wall was built entire on that side. But then the cloisters which were betwixt the gates extended from the wall inward, before the chambers; for they were supported by very fine and large pillars. These cloisters were single, and, excepting their magnitude, were no way inferior to those of the lower court."
Flavius Josephus,The Wars of the Jews,7.280_,,"Upon this top of the hill, Jonathan the high priest first of all built a fortress, and called it Masada: after which the rebuilding of this place employed the care of king Herod to a great degree; he also built a wall round about the entire top of the hill, seven furlongs long; it was composed of white stone; its height was twelve, and its breadth eight cubits; there were also erected upon that wall thirty-eight towers, each of them fifty cubits high; out of which you might pass into lesser edifices, which were built on the inside, round the entire wall; for the king reserved the top of the hill, which was of a fat soil, and better mould than any valley for agriculture, that such as committed themselves to this fortress for their preservation might not even there be quite destitute of food, in case they should ever be in want of it from abroad."
Flavius Josephus,The Wars of the Jews,7.426,,"So Ptolemy complied with his proposals, and gave him a place one hundred and eighty furlongs distant from Memphis. 1 That Nomos was called the Nomos of Hellopolls, where Onias built a fortress and a temple, not like to that at Jerusalem, but such as resembled a tower. He built it of large stones to the height of sixty cubits; he made the structure of the altar in imitation of that in our own country, and in like manner adorned with gifts, excepting the make of the candlestick, for he did not make a candlestick, but had a [single] lamp hammered out of a piece of gold, which illuminated the place with its rays, and which he hung by a chain of gold; but the entire temple was encompassed with a wall of burnt brick, though it had gates of stone."
Pausanias,Description of Greece,1.44.6,"ἰοῦσι δὲ ἐκ Μεγάρων ἐς Κόρινθον ἄλλοι τέ εἰσι τάφοι καὶαὐλητοῦ Σαμίου Τηλεφάνους: ποιῆσαι δὲ τὸν τάφονΚλεοπάτραν τὴν Φιλίππου τοῦ Ἀμύντου λέγουσι. καὶ Καρὸςτοῦ Φορωνέως μνῆμά ἐστι, τὸ μὲν ἐξ ἀρχῆς χῶμα γῆς, ὕστερον δὲ τοῦ θεοῦ χρήσαντος ἐκοσμήθη λίθῳ κογχίτῃ. μόνοις δὲ Ἑλλήνων Μεγαρεῦσιν ὁ κογχίτης οὗτός ἐστι, καίσφισι καὶ ἐν τῇ πόλει πεποίηται πολλὰ ἐξ αὐτοῦ. ἔστι δὲ ἄγανλευκὸς καὶ ἄλλου λίθου μαλακώτερος: κόγχοι δὲ αἱθαλάσσιαι διὰ παντὸς ἔνεισίν οἱ. αὐτὸς μὲν τοιοῦτός ἐστιν ὁλίθος: τὴν δὲ ὀνομαζομένην ἀπὸ Σκίρωνος καὶ ἐς τόδεΣκιρωνίδα Σκίρων, ἡνίκα Μεγαρεῦσιν ἐπολεμάρχει, πρῶτοςὡς λέγουσιν ἐποίησεν ἀνδράσιν ὁδεύειν εὐζώνοις: Ἀδριανὸςδὲ ὁ βασιλεὺς καὶ οὕτως ὡς καὶ ἅρματα ἐναντία ἐλαύνεσθαικατέστησεν εὐρυχωρῆ τε καὶ ἐπιτηδείαν εἶναι.","On the road from Megara to Corinth are graves, including that of the Samian flute-player Telephanes,2 said to have been made by Cleopatra, daughter of Philip, son of Amyntas. There is also the tomb of Car, son of Phoroneus, which was originally a mound of earth, but afterwards, at the command of the oracle, it was adorned with mussel stone. The Megarians are the only Greeks to possess this stone, and in the city also they have made many things out of it. It is very white, and softer than other stone; in it throughout are sea mussels. Such is the nature of the stone. The road called Scironian to this day and named after Sciron, was made by him when he was war minister of the Megarians, and originally they say was constructed for the use of active men. But the emperor Hadrian broadened it, and made it suitable even for chariots to pass each other in opposite directions."
Pausanias,Description of Greece,4.31.5,"ἰόντι δὲ ἐκ Θουρίας ὡς ἐπὶ Ἀρκαδίας εἰσὶν αἱ πηγαὶ τοῦ Παμίσου: καὶ ἐπ᾽ αὐταῖς παισὶ μικροῖς ἀκέσματα γίνεται.

ἰοῦσι δὲ ἀπὸ τῶν πηγῶν ἐν ἀριστερᾷ καὶ προελθόντι ὡς τεσσαράκοντα στάδια, ἔστι Μεσσηνίοις ἡ ὑπὸ τῇ Ἰθώμῃ πόλις: περιέχεται δὲ οὐ τῇ Ἰθώμῃ μόνον ἀλλὰ καὶ ἐπὶ τὸν Πάμισον τὰ τετραμμένα ὑπὸ τῆς Εὔας: τὸ δὲ ὄνομα γενέσθαι τῷ ὄρει φασὶ Βακχικόν τι ἐπίφθεγμα εὐοῖ Διονύσου πρῶτον ἐνταῦθα αὐτοῦ τε εἰπόντος καὶ τῶν ὁμοῦ τῷ Διονύσῳ γυναικῶν.","Round Messene is a wall, the whole circuit of which is built of stone, with towers and battlements upon it. I have not seen the walls at Babylon or the walls of Memnon at Susa in Persia, nor have I heard the account of any eye-witness; but the walls at Ambrossos in Phocis, at Byzantium and at Rhodes, all of them the most strongly fortified places, are not so strong as the Messenian wall."
