Author,Work,Book,Chapter,Line,Latin,English,Link
Vitruvius,De Architectura,1,5,7,"Item interiore parte substructionis fundamentum distansab exteriore introrsus amplo spatio, ita uti cohortespossint quemadmodum in acie instructae addefendendum supra latitudinem aggeris consistere. cumautem fundamenta ita distantia inter se fuerint constituta,tunc inter ea alia transversa, coniuncta exteriori etinteriori fundamento, pectinatim dispositaquemadmodum serrae dentes solent esse conlocentur; cum enim sic erit factum, tunc ita oneris terrenimagnitudo distributa in parvas partes neque universapondere premens non poterit ulla ratione extrudere murisubstructiones.","Then, according to the space requisite for drawing up the cohorts in military order on the rampart, another wall is to be built within the former, towards the city. The outer and inner walls are then to be connected by cross walls, disposed on the plan after the manner of the teeth of a comb or of a saw, so as to divide the pressure of the filling in earth into many and less forces, and thus prevent the walls from being thrust out.",
Vitruvius,De Architectura,1,5,8,"De ipso autem muro, e qua materia struatur autperficiatur, ideo non est praefiniendum, quod in omnibuslocis, quas optamus copias, eas non possumus habere. sedubi sunt saxa quadrata sive silex seu caementum autcoctus later sive crudus, his erit utendum. non enim, utiBabylone abundantes liquido bitumine pro calce et harenaex cocto latere factum habent murum, sic item possuntomnes regiones seu locorum proprietates habere tantaseiusdem generis utilitates, uti ex his comparationibus adaeternitatem perfectus habeatur sine vitio murus.","I do not think it requisite to dilate on the materials whereof the wall should be composed; because those which are most desirable, cannot, from the situation of a place, be always procured. We must, therefore, use what are found on the spot; such as square stones, flint, rubble stones, burnt or unburnt bricks; for every place is not provided, as is Babylon, with such a substitute for lime and sand as burnt bricks and liquid bitumen; yet there is scarcely any spot which does not furnish materials whereof a durable wall may not be built.",
Vitruvius,De Architectura,1,6,1,"Moenibus circumdatis sequuntur intra murum arearumdivisiones platearumque et angiportûm ad caeli regionemdirectiones. dirigentur haec autem recte, si exclusi eruntex angiportis venti prudenter. qui si frigidi sunt, laedunt;si calidi, vitiant; si umidi, nocent. quare vitandum videturhoc vitium et avertendum, ne fiat quod in multiscivitatibus usu solet venire. quemadmodum in insulaLesbo oppidum Mytilenae magnificenter est aedificatumet eleganter, sed positum non prudenter. in qua civitateauster cum flat, homines aegrotant; cum corus, tussiunt; cum septentrio, restituuntur in salubritatem, sed inangiportis et plateis non possunt consistere proptervehementiam frigoris.","Their circuit being completed, it behoves us to consider the manner of disposing of the area of the space enclosed within the walls, and the proper directions and aspects of the streets and lanes. They should be so planned as to exclude the winds: these, if cold, are unpleasant; if hot, are hurtful; if damp, destructive. A fault in this respect must be therefore avoided, and care taken to prevent that which occurs in so many cities. For instance; in the island of Lesbos, the town of Mytilene is magnificently and elegantly designed, and well built, but imprudently placed. When the south wind prevails in it, the inhabitants fall sick; the north-west wind affects them with coughs; and the north wind restores them to health: but the intensity of the cold therein is so great, that no one can stand about in the streets and lanes.",
Vitruvius,De Architectura,1,6,6,"Conlocetur ad libellam marmoreum amusium mediismoenibus, aut locus ita expoliatur ad regulam et libellam, ut amusium non desideretur, supraque eius loci centrummedium conlocetur aeneus gnomon, indagator umbraequi graece ????????? dicitur. huius antemeridianacirciter hora quinta sumenda est extrema gnomonisumbra et puncto signanda, deinde circino diducto adpunctum, quod est gnomonis umbrae longitudinissignum, ex eoque a centro circumagenda linearotundationis. itemque observanda postmeridiana istiusgnomonis crescens umbra, et cum tetigerit circinationislineam et fecerit parem antemeridianae umbraepostmeridianam, signanda puncto.",#VALUE!,
Vitruvius,De Architectura,2,0,5,"Cum autem quae primo volumine de officio architecturaeterminationibusque artis perscripsi, item de moenibus etintra moenia arearum divisionibus, insequatur ordo deaedibus sacris et publicis aedificiis itemque privatis,quibus proportionibus et symmetriis debeant esse, utiexplicentur, non putavi ante ponendum, nisi prius demateriae copiis, e quibus conlatis aedificia structuris etmateriationibus perficiuntur, quas habeant in usuvirtutes, exposuissem, quibusque rerum natura eprincipiis essent temperatae, dixissem. sed antequamnaturales res incipiam explicare, de aedificiorumrationibus, unde initia ceperint et uti creverint eoruminventiones, ante ponam, et insequar ingressus eorum, qui antiquitates rerum naturae et initia humanitatis etinventiones perquisitas scriptorum praeceptisdedicaverunt. itaque quemadmodum ab his suminstitutus, exponam.","In the first book I have treated of architecture, and the parts into which it is divided; of the walls of a city, and the division of the space within the walls. The directions for the construction of sacred buildings, their proportions and symmetry, will follow and be explained: but I think they will be out of place, unless I previously give an account of the materials and workmanship used in their erection, together with an investigation of their several properties and application in different cases. Even this I must preface with an inquiry into the origin and various species of the earliest buildings, and their gradual advance to perfection. In this I shall follow the steps of Nature herself, and those who have written on the progress from savage to civilized life, and the inventions consequent on the latter state of society. Thus guided, I will proceed.",
Vitruvius,De Architectura,2,1,4,"Haec autem ex îs, quae supra scriptae sunt, originibusinstituta esse possumus sic animadvertere, quod ad huncdiem nationibus exteris ex his rebus aedificiaconstituuntur, uti Gallia, Hispania, Lusitania, Aquitaniascandulis robusteis aut stramentis. apud nationemColchorum in Ponto propter silvarum abundantiamarboribus perpetuis planis dextra ac sinistra in terrapositis, spatio inter eas relicto quanto arborumlongitudines patiuntur, conlocantur in extremis partibusearum supra alterae transversae, quae circumcluduntmedium spatium habitationis. tum insuper alternistrabibus ex quattuor partibus angulos iugumentantes etita parietes arboribus statuentes ad perpendiculumimarum educunt ad altitudinem turres, intervallaque, quae relinquuntur propter crassitudinem materiae,schidiis et luto obstruunt. item tecta, recidentes adextremos angulos transtra, traiciunt gradatimcontrahentes, et ita ex quattuor partibus ad altitudinemeducunt medio metas, quas fronde et luto tegentesefficiunt barbarico more testudinata turrium tecta.","We are certain that buildings were thus originally constructed, from the present practice of uncivilized nations, whose buildings are of spars and thatch, as may be seen in Gaul, in Spain, in Portugal, and in Aquitaine. The woods of the Colchi, in Pontus, furnish such abundance of timber, that they build in the following manner. Two trees are laid level on the earth, right and left, at such distance from each other as will suit the length of the trees which are to cross and connect them. On the extreme ends of these two trees are laid two other trees transversely: the space which the house will inclose is thus marked out. The four sides being thus set out, towers are raised, whose walls consist of trees laid horizontally but kept perpendicularly over each other, the alternate layers yoking the angles. The level interstices which the thickness of the trees alternately leave, is filled in with chips and mud. On a similar principle they form their roofs, except that gradually reducing the length of the trees which traverse from angle to angle, they assume a pyramidal form. They are covered with boughs and smeared over with clay; and thus after a rude fashion of vaulting, their quadrilateral roofs are formed.",
Vitruvius,De Architectura,2,1,7,"Tum autem struentes animose et aevo prospicientesmaioribus cogitationibus ex varietate artium natis, noncasas sed etiam domos fundatas et latericiis parietibus aute lapide structas materiaque et tegula tectas perficerecoeperunt, deinde observationibus studiorum evagantibus iudiciis et incertis ad certas symmetriarumperduxerunt rationes. posteaquam animadverteruntprofusos esse partus naturae et abundantem materiaecopiam ad aedificationes ab ea comparatam, tractandonutrierunt et auctam per artes ornaverunt voluptatibuselegantiam vitae. igitur de his rebus, quae sunt inaedificiis ad usum idoneae, quibusque sunt qualitatibus etquas habeant virtutes, ut potuero, dicam.","From the courage which his gradual success naturally excited, and his engagement in those various speculations with which the arts are connected, his ideas expanded; and from building huts he soon proceeded to the erection of houses constructed with brick walls or with stones, whose roofs were of timber covered with tiles. Thus by experience and observation the knowledge of certain proportions was attained, which in the beginning were fluctuating and uncertain; and advantage being taken of the bounty of nature, in her supply of timber and other building materials, the rising art was so cultivated that by the help of other arts mere necessity was lost sight of; and by attending to the comforts and luxuries of civilized society, it was carried to the highest degree of perfection. I shall now, to the best of my ability, proceed to treat of those materials which are used in building, their quality, and use.",
Vitruvius,De Architectura,2,3,1,"Itaque primum de lateribus, qua de terra duci eosoporteat, dicam. non enim de harenoso neque calculosoluto neque sabulone soluto sunt ducendi, quod, ex hisgeneribus cum sint ducti, primum fiunt graves, deinde, cum ab imbribus in parietibus sparguntur, dilabuntur etdissolvuntur paleaeque in his non cohaerescunt propterasperitatem. faciendi autem sunt ex terra albida cretosasive de rubrica aut etiam masculo sabulone; haec enimgenera propter levitatem habent firmitatem et non sunt inopere ponde rosa et faciliter aggerantur.","I shall first treat of bricks, and the earth of which they ought to be made. Gravelly, pebbly, and sandy clay are unfit for that purpose; for if made of either of these sorts of earth, they are not only too ponderous, but walls built of them, when exposed to the rain, moulder away, and are soon decomposed, and the straw, also, with which they are mixed, will not sufficiently bind the earth together, because of its rough quality. They should be made of earth of a red or white chalky, or a strong sandy nature. These sorts of earth are ductile and cohesive, and not being heavy, bricks made of them are more easily handled in carrying up the work.",
Vitruvius,De Architectura,2,3,2,"Ducendi autem sunt per vernum tempus et autumnale, utuno tenore siccescant. qui enim per solstitium parantur, ideo vitiosi fiunt, quod, summum corium sol acriter cumpraecoquit, efficit, ut videatur aridum, interior autem sitnon siccus; et cum postea siccescendo se contrahit, perrumpit ea, quae erant arida. ita rimosi facti efficiunturinbecilli. maxime autem utiliores erunt, si ante bienniumfuerint ducti; namque non ante possunt penitussiccescere. itaque cum recentes et non aridi sunt structi, tectorio inducto rigidoque obsolidate permanente, ipsisidentes non possunt eandem altitudinem, qua esttectorium, tenere contractioneque moti non haerent cumeo, sed ab coniunctione eius disparantur; igitur tectoria abstructura seiuncta propter tenuitatem per se stare nonpossunt, sed franguntur, ipsique parietes fortuito sidentesvitiantur. ideo etiam Uticenses laterem, si sit aridus etante quinquennium ductus, cum arbitrio magistratusfuerit ita probatus, tunc utuntur in parietum structuris.","The proper seasons for brick-making are the spring and autumn, because they then dry more equably. Those made in the summer solstice are defective, because the heat of the sun soon imparts to their external surfaces an appearance of sufficient dryness, whilst the internal parts of them are in a very different state; hence, when thoroughly dry, they shrink and break those parts which were dry in the first instance; and thus broken, their strength is gone. Those are best that have been made at least two years; for in a period less than that they will not dry thoroughly. When plastering is laid and set hard on bricks which are not perfectly dry, the bricks, which will naturally shrink, and consequently occupy a less space than the plastering, will thus leave the latter to stand of itself. From its being extremely thin, and not capable of supporting itself, it soon breaks into pieces; and in its failure sometimes involves even that of the wall. It is not, therefore, without reason that the inhabitants of Utica allow no bricks to be used in their buildings which are not at least five years old, and also approved by a magistrate.",
Vitruvius,De Architectura,2,3,4,"Fiunt autem cum his lateribus semilateria. quae cum struuntur, una parte lateribus ordines, altera semilateres ponuntur. ergo ex utraque parte ad lineam cum struuntur, alternis coriis parietes alligantur et medii lateres supra coagmenta conlocati et firmitatem et speciem faciunt utraque parte non invenustam.
Est autem in Hispania ulteriore civitas Maxilua et Callet et in Asia Pitane, ubi lateres, cum sunt ducti et arefacti, proiecti natant in aqua. natare autem eos posse ideo videtur, quod terra est, de qua ducuntur, pumicosa. ita cum est levis, aere solidata non recipit in se nec combibit liquorem. igitur levi raraque cum sit proprietate, quocumque pondere fuerit, cogitur ab rerum natura, quemadmodum pumex uti ab aqua sustineatur. sic autem magnas habent utilitates, quod neque in aedificationibus sunt onerosi et, cum non patiantur penetrare in corpus umidam potestatem, a tempestatibus non dissolvuntur.","Each sort has half bricks made to suit it; so that when a wall is executed, the course on one of the faces of the wall shews sides of whole bricks, the other face of half bricks; and being worked to the line on each face, the bricks on each bed bond alternately over the course below. Besides the pleasant varied appearance which this method gives, it affords additional strength, by the middle of a brick, on a rising course, falling over the vertical joints of the course thereunder. The bricks of Calentum in Spain, Marseilles in France, and Pitane in Asia, are, when wrought and dried, specifically lighter than water, and hence swim thereon. This must arise from the porosity of the earth whereof they are made; the air contained in the pores, to which the water cannot penetrate, giving them a buoyant property. Earth of this sort being, therefore, of such a light and thin quality, and impervious to water, be a lump thereof of whatever size, it swims naturally like pumice-stone. Bricks of this sort are of great use for building purposes; for they are neither heavy nor liable to be injured by the rain.",
Vitruvius,De Architectura,2,4,2,"Sin autem non erunt harenaria, unde fodiatur, tum defluminibus aut e glarea erit excernenda, non minus etiamde litore marino. sed ea in structuris haec habet vitia: difficulter siccescit, neque onerari se continenter pariespatitur, nisi intermissionibus requiescat, nequeconcamerationes recipit. marina autem hoc amplius, quodetiam parietes, cum in îs tectoria facta fuerint, remittentese salsugine eorum dissolvuntur."," If there be no sand-pits where it can be dug, river sand or sifted gravel must be used. Even sea sand may be had recourse to, but it dries very slowly; and walls wherein it is used must not be much loaded, unless carried up in small portions at a time. It is not, however, fit for those walls that are to receive vaulting. In plastered walls, built with new pit sand, the salt which exudes destroys the plaster;",
Vitruvius,De Architectura,2,4,3,"Fossiciae vero celeriter in structuris siccescunt, et tectoriapermanent, et concamerationes patiuntur, sed eae, quaesunt de harenariis recentes. si enim exemptae diutiusiacent, ab sole et luna et pruina concoctae resolvuntur etfiunt terrosae. ita cum in structuram coiciuntur, nonpossunt continere caementa, sed ea ruunt et labunturoneraque parietes non possunt sustinere. recentes autemfossiciae cum in structuris tantas habeant virtutes, eae intectoriis ideo non sunt utiles, quod pinguitudini eius calxcommixta propter vehementiam non potest sine rimisinarescere. fluviatica vero propter macritatem utisigninum liaculorum subactionibus in tectorio recipitsoliditatem.","but plaster readily adheres to and dries on walls built with new pit sand, and vaulting may safely spring from them. If sand have been dug a long time, and exposed to the sun, the moon, and the rain, it loses its binding quality, and becomes earthy; neither when used does it bind the rubble stones together so as to prevent them sliding on their beds and falling out: nor is it fit to be used in walls where great weights are to be supported. Though pit sand is excellent for mortar, it is unfit for plastering; for being of such a rich quality, when added to the lime and straw, its great strength does not suffer it to dry without cracks. The poorness of the river sand, when tempered with beaters, makes the plastering as hard as cement.",
Vitruvius,De Architectura,2,5,1,"De harenae copiis cum habeatur explicatum, tum etiam decalce diligentia est adhibenda, uti de albo saxo aut silicecoquatur; et quae erit ex spisso et duriore, erit utilis instructura, quae autem ex fistuloso, in tectoriis. cum ea eritextincta, tunc materia ita misceatur, ut, si erit fossicia,tres harenae et una calcis infundatur; si autem fluviaticaaut marina, duo harenae, una calcis coiciatur. ita enim eritiusta ratio mixtionis temperaturae. etiam in fluviatica autmarina si qui testam tunsam et succretam ex tertia parteadiecerit, efficiet materiae temperaturam ad usummeliorem.","Having treated of the different sorts of sand, we proceed to an explanation of the nature of lime, which is burnt either from white stone or flint. That which is of a close and hard texture is better for building walls; as that which is more porous is better for plastering. When slaked for making mortar, if pit sand be used, three parts of sand are mixed with one of lime. If river or sea sand be made use of, two parts of sand are given to one of lime, which will be found a proper proportion. If to river or sea sand, potsherds ground and passed through a sieve, in the proportion of one third part, be added, the mortar will be better for use.",
Vitruvius,De Architectura,2,8,1,"Structurarum genera sunt haec: reticulatum, quo nuncomnes utuntur, et antiquum, quod incertum dicitur. exhis venustius est reticulatum, sed ad rimas faciendas ideoparatum, quod in omnes partes dissoluta habet cubilia etcoagmenta. incerta vero caementa alia super alia sedentiainter seque imbricata non speciosam sed firmiorem quamreticulata praestant structuram.","The different species of walls are, the RETICULATUM (net-like), a method now in general use, and the INCERTUM (uncertain), which is the antientº mode. The reticulatum is the most beautiful, but is very liable to split, from the beds of the stones being unstable, and its deficiency in respect of bond. The incertum, on the contrary, course over course, and the whole bonded together, does not present so beautiful an appearance, though stronger than the reticulatum.",
Vitruvius,De Architectura,2,8,2,"Utraque autem ex minutissimis sunt instruenda, utimateria ex calce et harena crebriter parietes satiati diutiuscontineantur. molli enim et rara potestate cum sint, exsiccant sugendo e materia sucum; cum autem superaritet abundarit copia calcis et harenae, paries plus habensumoris non cito fiet evanidus, sed ab his continetur. simulautem umida potestas e materia per caementorumraritatem fuerit exsucta calxque ab harena discedat etdissolvatur, item caementa non possunt cum hiscohaerere, sed in vetustatem parietes efficiunt ruinosos.","Both species should be built of the smallest sized stones, that the walls, by sucking up, and attaching themselves to, the mortar, may last the longer. For as the stones are of a soft and porous nature, they absorb, in drying, the moisture of the mortar, and this, if used plentifully, will consequently exercise a greater cementing power; because from their containing a larger portion of moisture, the wall will not, of course, dry so soon as otherwise; and as soon as the moisture is absorbed by the pores of the stone from the mortar, the lime, losing its power, leaves the sand, so that the stones no longer adhere to it, and in a short time the work becomes unsound.",
Vitruvius,De Architectura,2,8,3,"Id autem licet animadvertere etiam de nonnullismonumentis, quae circa urbem facta sunt e marmore seulapidibus quadratis intrinsecusque medio calcata: structuris vetustate evanida facta materiacaementorumque exsucta raritate, proruunt etcoagmentorum ab ruina dissolutis iuncturis dissipantur.","We may see this in several monuments about the city, which have been built of marble or of stones squared externally; that is, on the face, but filled up with rubble run with mortar. Time, in these, has taken up the moisture of the mortar, and destroyed its efficacy, by the porosity of the surface on which it acted. All cohesion is thus ruined, and the walls fall to decay.",
Vitruvius,De Architectura,2,8,4,"Quodsi qui noluerit in id vitium incidere, medio cavoservato secundum orthostatas intrinsecus ex rubro saxoquadrato aut ex testa aut ex silicibus ordinariis struatbipedales parietes, et cum his ansis ferreis et plumbofrontes vinctae sint. ita enim non acervatim, sed ordinestructum opus poterit esse sine vitio sempiternum, quodcubilia et coagmenta eorum inter se sedentia et iuncturisalligata non protrudent opus neque orthostatas inter sereligatos labi patiuntur.","He who is desirous that this may not happen to his work, should build his two face walls two feet thick either of red stone or of brick or common flint, binding them together with iron cramps run with lead, and duly preserving the middle space or cavity. The materials, in this case, not being thrown in at random, but the work well brought up on the beds, the upright joints properly arranged, and the face walls, moreover, regularly tied together, they are not liable to bulge, nor be otherwise disfigured.",
Vitruvius,De Architectura,2,8,5,"Itaque non est contemnenda Graecorum structura; nonenim utuntur e molli caemento structura polita, sed cumdiscesserunt a quadrato, ponunt de silice seu lapide duroordinaria, et ita uti latericia struentes alligant eorumalternis coriis coagmenta, et sic maxime ad aeternitatemfirmas perficiunt virtutes. haec autem duobus generibusstruuntur; ex his unum isodomum, alterumpseudisodomum appellatur.","In these respects one cannot refrain from admiring the walls of the Greeks. They make no use of soft stone in their buildings: when, however, they do not employ squared stone, they use either flint or hard stone; and, as though building with brick, they cross or break the upright joints, and thus produce the most durable work. There are two sorts of this species of work; one called ISODOMUM, the other PSEUDISODOMUM.",
