Author,Work,Book,Chapter,Line,Greek,English
Pausanias,Description of Greece,1,43,5, παρὰ δὲ τὴν ἔσοδον τὴν ἐς τὸ Διονύσιον τάφος ἐστὶνἈστυκρατείας καὶ Μαντοῦς: θυγατέρες δὲ ἦσανΠολυίδου τοῦ Κοιράνου τοῦ Ἄβαντος τοῦ Μελάμποδοςἐς Μέγαρα δ᾽ ἐλθόντος Ἀλκάθουν ἐπὶ τῷ φόνῳ τῷΚαλλιπόλιδος καθῆραι τοῦ παιδός. ᾠκοδόμησε δὴ καὶτῷ Διονύσῳ τὸ ἱερὸν Πολύιδος καὶ ξόανον ἀνέθηκενἀποκεκρυμμένον ἐφ᾽ ἡμῶν πλὴν τοῦ προσώπου: τοῦτοδέ ἐστι τὸ φανερόν. Σάτυρος δὲ παρέστηκεν αὐτῷΠραξιτέλους ἔργον Παρίου λίθου. τοῦτον μὲν δὴΠατρῷον καλοῦσιν: ἕτερον δὲ Διόνυσον Δασύλλιονἐπονομάζοντες Εὐχήνορα τὸν Κοιράνου τοῦ Πολυίδουτὸ ἄγαλμα ἀναθεῖναι λέγουσι.,"Beside the entrance to the sanctuary of Dionysus is the grave of Astycratea and Manto. They were daughters of Polyidus, son of Coeranus, son of Abas, son of Melampus, who came to Megara to purify Alcathous when he had killed his son Callipolis. Polyidus also built the sanctuary of Dionysus, and dedicated a wooden image that in our day is covered up except the face, which alone is exposed. By the side of it is a Satyr of Parian marble made by Praxiteles. This Dionysus they call Patrous (Paternal); but the image of another, that they surname Dasyllius, they say was dedicated by Euchenor, son of Coeranus, son of Polyidus."
Pausanias,Description of Greece,2,1,7,"θέας δὲ αὐτόθι ἄξια ἔστι μὲν θέατρον, ἔστι δὲστάδιον λίθου λευκοῦ. ἐλθόντι δὲ ἐς τοῦ θεοῦ τὸ ἱερὸντοῦτο μὲν ἀθλητῶν νικησάντων: τὰ Ἴσθμια ἑστήκασινεἰκόνες, τοῦτο δὲ πιτύων δένδρα ἐστὶ πεφυτευμένα ἐπὶστοίχου, τὰ πολλὰ ἐς εὐθὺ αὐτῶν ἀνήκοντα. τῷ ναῷ δὲὄντι μέγεθος οὐ μείζονι ἐφεστήκασι Τρίτωνες χαλκοῖ. καὶ ἀγάλματά ἐστιν ἐν τῷ προνάῳ δύο μὲνΠοσειδῶνος, τρίτον δὲ Ἀμφιτρίτης, καὶ Θάλασσα καὶαὕτη χαλκῆ. τὰ δὲ ἔνδον ἐφ᾽ ἡμῶν ἀνέθηκεν ἩρώδηςἈθηναῖος, ἵππους τέσσαρας ἐπιχρύσους πλὴν τῶνὁπλῶν: ὁπλαὶ δέ σφισίν εἰσιν ἐλέφαντος.","Worth seeing here are a theater and a white-marble race-course. Within the sanctuary of the god stand on the one side portrait statues of athletes who have won victories at the Isthmian games, on the other side pine trees growing in a row, the greater number of them rising up straight. On the temple, which is not very large, stand bronze Tritons. In the fore-temple are images, two of Poseidon, a third of Amphitrite, and a Sea, which also is of bronze. The offerings inside were dedicated in our time by Herodes the Athenian, four horses, gilded except for the hoofs, which are of ivory,"
Pausanias,Description of Greece,2,2,8,"ἔστι δὲ καὶ Τύχης ναός: ἄγαλμα ὀρθὸν Παρίουλίθου: παρὰ δὲ αὐτὸν θεοῖς πᾶσίν ἐστιν ἱερόν. πλησίονδὲ ᾠκοδόμηται κρήνη, καὶ Ποσειδῶν ἐπ᾽ αὐτῇ χαλκοῦςκαὶ δελφὶς ὑπὸ τοῖς ποσίν ἐστι τοῦ Ποσειδῶνος ἀφιεὶςὕδωρ. καὶ Ἀπόλλων ἐπίκλησιν Κλάριος χαλκοῦς ἐστικαὶ ἄγαλμα Ἀφροδίτης Ἑρμογένους Κυθηρίουποιήσαντος. Ἑρμοῦ τέ ἐστιν ἀγάλματα χαλκοῦ μὲν καὶὀρθὰ ἀμφότερα, τῷ δὲ ἑτέρῳ καὶ ναὸς πεποίηται. τὰ δὲτοῦ Διός, καὶ ταῦτα ὄντα ἐν ὑπαίθρῳ, τὸ μὲν ἐπίκλησινοὐκ εἶχε, τὸν δὲ αὐτῶν Χθόνιον καὶ τὸν τρίτονκαλοῦσιν Ὕψιστον.","There is also a temple of Fortune, with a standing image of Parian marble. Beside it is a sanctuary for all the gods. Hard by is built a fountain, on which is a bronze Poseidon; under the feet of Poseidon is a dolphin spouting water. There is also a bronze Apollo surnamed Clarius and a statue of Aphrodite made by Hermogenes of Cythera. There are two bronze, standing images of Hermes, for one of which a temple has been made. The images of Zeus also are in the open; one had not a surname, another they call Chthonius (of the Lower World) and the third Most High."
Pausanias,Description of Greece,2,3,3,"κεκόσμηται δὲ ἡ πηγὴ λίθῳ λευκῷ, καὶ πεποιημέναἐστὶν οἰκήματα σπηλαίοις κατὰ ταὐτά, ἐξ ὧν τὸ ὕδωρἐς κρήνην ὕπαιθρον ῥεῖ πιεῖν τε ἡδὺ καὶ τὸν Κορίνθιονχαλκὸν διάπυρον καὶ θερμὸν ὄντα ὑπὸ ὕδατος τούτουβάπτεσθαι λέγουσιν, ἐπεὶ χαλκός ** γε οὐκ ἔστιΚορινθίοις. ἔτι γε δὴ καὶ Ἀπόλλωνος ἄγαλμα πρὸς τῇΠειρήνῃ καὶ περίβολός ἐστιν, ἐν δὲ αὐτῷ γραφὴ τὸὈδυσσέως ἐς τοὺς μνηστῆρας ἔχουσα τόλμημα.","The spring is ornamented with white marble, and there have been made chambers like caves, out of which the water flows into an open-air well. It Is pleasant to drink, and they say that the Corinthian bronze, when red-hot, is tempered by this water, since bronze . . . the Corinthians have not. Moreover near Peirene are an image and a sacred enclosure of Apollo; in the latter is a painting of the exploit of Odysseus against the suitors."
Pausanias,Description of Greece,2,4,1,"τάδε μὲν οὕτως ἔχοντα ἐπελεξάμην, τοῦ μνήματος δέἐστιν οὐ πόρρω Χαλινίτιδος Ἀθηνᾶς ἱερόν: Ἀθηνᾶν γὰρθεῶν μάλιστα συγκατεργάσασθαι τά τε ἄλλαΒελλεροφόντῃ φασὶ καὶ ὡς τὸν Πήγασόν οἱ παραδοίηχειρωσαμένη τε καὶ ἐνθεῖσα αὐτὴ τῷ ἵππῳ χαλινόν. τὸδὲ ἄγαλμα τοῦτο ξόανόν ἐστι, πρόσωπον δὲ καὶ χεῖρεςκαὶ ἀκρόποδες εἰσὶ λευκοῦ λίθου.","This is the account that I read, and not far from the tomb is the temple of Athena Chalinitis (Bridler). For Athena, they say, was the divinity who gave most help to Bellerophontes, and she delivered to him Pegasus, having herself broken in and bridled him. The image of her is of wood, but face, hands and feet are of white marble."
Pausanias,Description of Greece,2,4,5,"τὸ δὲ ἱερὸν τῆς Ἀθηνᾶς τῆς Χαλινίτιδος πρὸς τῷθεάτρῳ σφίσιν ἐστὶν καὶ πλησίον ξόανον γυμνὸνἩρακλέους, Δαιδάλου δὲ αὐτό φασιν εἶναι τέχνην. Δαίδαλος δὲ ὁπόσα εἰργάσατο, ἀτοπώτερα μέν ἐστιν ἐςτὴν ὄψιν, ἐπιπρέπει δὲ ὅμως τι καὶ ἔνθεον τούτοις. ὑπὲρ δὲ τὸ θέατρόν ἐστιν ἱερὸν Διὸς Καπετωλίου φωνῇτῇ Ῥωμαίων: κατὰ Ἑλλάδα δὲ γλῶσσαν Κορυφαῖοςὀνομάζοιτο ἄν. τοῦ θεάτρου δέ ἐστι τοῦδε οὐ πόρρωγυμνάσιον τὸ ἀρχαῖον καὶ πηγὴ καλουμένη Λέρνα: κίονες δὲ ἑστήκασι περὶ αὐτὴν καὶ καθέδραιπεποίηνται τοὺς ἐσελθόντας ἀναψύχειν ὥρᾳ θέρους. πρὸς τούτῳ τῷ γυμνασίῳ ναοὶ θεῶν εἰσιν ὁ μὲν Διός, ὁδὲ Ἀσκληπιοῦ: τὰ δὲ ἀγάλματα Ἀσκληπιὸς μὲν καὶὙγεία λευκοῦ λίθου, τὸ δὲ τοῦ Διὸς χαλκοῦν ἐστιν.","Now the sanctuary of Athena Chalinitis is by their theater, and near is a naked wooden image of Heracles, said to be a work of Daedalus. All the works of this artist, although rather uncouth to look at, are nevertheless distinguished by a kind of inspiration. Above the theater is a sanctuary of Zeus surnamed in the Latin tongue Capitolinus, which might be rendered into Greek “Coryphaeos”. Not far from this theater is the ancient gymnasium, and a spring called Lerna. Pillars stand around it, and seats have been made to refresh in summer time those who have entered it. By this gymnasium are temples of Zeus and Asclepius. The images of Asclepius and of Health are of white marble, that of Zeus is of bronze."
Pausanias,Description of Greece,2,7,5,"ἐν δὲ τῇ νῦν ἀκροπόλει Τύχης ἱερόν ἐστιν Ἀκραίας, μετὰ δὲ αὐτὸ Διοσκούρων: ξόανα δὲ οὗτοί τε καὶ τὸἄγαλμα τῆς Τύχης ἐστί. τοῦ θεάτρου δὲ ὑπὸ τὴνἀκρόπολιν ᾠκοδομημένου τὸν ἐν τῇ σκηνῇπεποιημένον ἄνδρα ἀσπίδα ἔχοντα Ἄρατόν φασινεἶναι τὸν Κλεινίου. μετὰ δὲ τὸ θέατρον Διονύσου ναόςἐστι: χρυσοῦ μὲν καὶ ἐλέφαντος ὁ θεός, παρὰ δὲ αὐτὸνΒάκχαι λίθου λευκοῦ. ταύτας τὰς γυναῖκας ἱερὰς εἶναικαὶ Διονύσῳ μαίνεσθαι λέγουσιν. ἄλλα δὲ ἀγάλματαἐν ἀπορρήτῳ Σικυωνίοις ἐστί: ταῦτα μιᾷ καθ᾽ ἕκαστονἔτος νυκτὶ ἐς τὸ Διονύσιον ἐκ τοῦ καλουμένουκοσμητηρίου κομίζουσι, κομίζουσι δὲ μετὰ δᾴδων τεἡμμένων καὶ ὕμνων ἐπιχωρίων.","On the modern citadel is a sanctuary of Fortune of the Height, and after it one of the Dioscuri. Their images and that of Fortune are of wood. On the stage of the theater built under the citadel is a statue of a man with a shield, who they say is Aratus, the son of Cleinias. After the theater is a temple of Dionysus. The god is of gold and ivory, and by his side are Bacchanals of white marble. These women they say are sacred to Dionysus and maddened by his inspiration. The Sicyonians have also some images which are kept secret. These one night in each year they carry to the temple of Dionysus from what they call the Cosmeterium (Tiring-room), and they do so with lighted torches and native hymns."
Pausanias,Description of Greece,2,10,7,"ἀπὸ τούτων δὲ ἀνιοῦσιν ἐς τὸ γυμνάσιον, ἔστιν ἐνδεξιᾷ Φεραίας ἱερὸν Ἀρτέμιδος: κομισθῆναι δὲ τὸξόανον λέγουσιν ἐκ Φερῶν. τὸ δέ σφισι γυμνάσιοντοῦτο Κλεινίας ᾠκοδόμησε, καὶ παιδεύουσιν ἐνταῦθαἔτι τοὺς ἐφήβους. κεῖται δὲ λίθου λευκοῦ καὶ Ἄρτεμιςτὰ ἐς ἰξὺν μόνον εἰργασμένη καὶ Ἡρακλῆς τὰ κάτωτοῖς Ἑρμαῖς τοῖς τετραγώνοις εἰκασμένος.","Ascending from here to the gymnasium you see in the right a sanctuary of Artemis Pheraea. It is said that the wooden image was brought from Pherae. This gymnasium was built for the Sicyonians by Cleinias, and they still train the youths here. White marble images are here, an Artemis wrought only to the waist, and a Heracles whose lower parts are similar to the square Hermae."
Pausanias,Description of Greece,2,11,1,"ἐντεῦθεν δὲ ἀποτραπεῖσιν ἐπὶ πύλην καλουμένηνἹεράν, οὐ πόρρω τῆς πύλης ναός ἐστιν Ἀθηνᾶς, ὃνἘπωπεύς ποτε ἀνέθηκε μεγέθει καὶ κόσμῳ τοὺς τότεὑπερβεβλημένον. ἔδει δὲ ἄρα χρόνῳ καὶ τοῦδεἀφανισθῆναι τὴν μνήμην: κεραυνοῖς θεὸς αὐτὸνκατέκαυσε, βωμὸς δὲ ἐκεῖνος—οὐ γάρ τι ἐς αὐτὸνκατέσκηψε— μένει καὶ ἐς τόδε οἷον Ἐπωπεὺς ἐποίησε. πρὸ τοῦ βωμοῦ δὲ αὐτῷ μνῆμα Ἐπωπεῖ κέχωσται, καὶτοῦ τάφου πλησίον εἰσὶν Ἀποτρόπαιοι θεοί: παρὰτούτοις δρῶσιν ὅσα Ἕλληνες ἐς ἀποτροπὴν κακῶννομίζουσιν. Ἐπωπέα δὲ καὶ Ἀρτέμιδι καὶ Ἀπόλλωνι τὸπλησίον ἱερὸν ποιῆσαι λέγουσι, τὸ δὲ μετ᾽ αὐτὸ ἭραςἌδραστον: ἀγάλματα δὲ ὑπελείπετο οὐδετέρῳ. βωμοὺςδὲ ὄπισθεν τοῦ Ἡραίου τὸν μὲν Πανὶ ᾠκοδόμησεν, Ἡλίῳ δὲ λίθου λευκοῦ.","Turning away from here towards the gate called Holy you see, not far from the gate, a temple of Athena. Dedicated long ago by Epopeus, it surpassed all its contemporaries in size and splendor. Yet the memory of even this was doomed to perish through lapse of time – it was burnt down by lightning – but the altar there, which escaped injury, remains down to the present day as Epopeus made it. Before the altar a barrow has been raised for Epopeus himself, and near the grave are the gods Averters of evil. Near them the Greeks perform such rites as they are wont to do in order to avert misfortunes. They say that the neighboring sanctuary of Artemis and Apollo was also made by Epopeus, and that of Hera after it by Adrastus. I found no images remaining in either. Behind the sanctuary of Hera he built an altar to Pan, and one to Helius (Sun) made of white marble."
Pausanias,Description of Greece,2,13,4,"παρὰ δὲ Φλιασίοις τῇ θεῷ ταύτῃ καὶ ἄλλαι τιμαὶ καὶμέγιστον τὸ ἐς τοὺς ἱκέτας ἐστί: δεδώκασι γὰρ δὴἄδειαν ἐνταῦθα ἱκετεύουσι, λυθέντες δὲ οἱ δεσμῶταιτὰς πέδας πρὸς τὰ ἐν τῷ ἄλσει δένδρα ἀνατιθέασιν. ἄγεται δὲ καὶ ἑορτή σφισιν ἐπέτειος, ἣν καλοῦσιΚισσοτόμους. ἄγαλμα δὲ οὔτε ἐν ἀπορρήτῳφυλάσσουσιν οὐδὲν οὔτε ἐστὶν ἐν φανερῷ δεικνύμενον—ἐφ᾽ ὅτῳ δὲ οὕτω νομίζουσιν, ἱερός ἐστιν αὐτοῖς λόγος—, ἐπεὶ τῆς γε Ἥρας ἐστὶν ἐξιόντων ἐν ἀριστερᾷ ναὸςἄγαλμα ἔχων Παρίου λίθου.","All those who seek sanctuary here receive full forgiveness, and prisoners, when set free, dedicate their fetters on the trees in the grove. The Phliasians also celebrate a yearly festival which they call Ivy-cutters. There is no image, either kept in secret or openly displayed, and the reason for this is set forth in a sacred legend of theirs though on the left as you go out is a temple of Hera with an image of Parian marble."
Pausanias,Description of Greece,2,20,1,"παρέντι δὲ Κρεύγα τε εἰκόνα ἀνδρὸς πύκτου καὶτρόπαιον ἐπὶ Κορινθίοις ἀνασταθέν, ἄγαλμά ἐστικαθήμενον Διὸς Μειλιχίου, λίθου λευκοῦ, Πολυκλείτουδὲ ἔργον. ποιηθῆναι δὲ ἐπυνθανόμην αὐτὸ ἐπ᾽ αἰτίᾳτοιαύτῃ. Λακεδαιμονίοις πολεμεῖν πρὸς Ἀργείουςἀρξαμένοις οὐδεμία ἦν ἔτι ἀπαλλαγή, πρὶν ἢ Φίλιπποςσφᾶς ἠνάγκασεν ὁ Ἀμύντου μένειν ἐπὶ τοῖςκαθεστηκόσιν ἐξ ἀρχῆς ὅροις τῆς χώρας. τὸν δὲἔμπροσθεν χρόνον οἱ Λακεδαιμόνιοι μηδὲν ἔξωΠελοποννήσου περιεργαζόμενοι τῆς Ἀργείας ἀεί τιἀπετέμνοντο, ἢ οἱ Ἀργεῖοι τετραμμένων πρὸς πόλεμονἐκείνων ὑπερόριον ἐν τῷ τοιούτῳ καὶ αὐτοί σφισινἐνέκειντο.","Passing over a statue of Creugas, a boxer, and a trophy that was set up to celebrate a victory over the Corinthians, you come to a seated image of Zeus Meilichius (Gracious), made of white marble by Polycleitus.43 I discovered that it was made for the following reason. Ever since the Lacedaemonians began to make war upon the Argives there was no cessation of hostilities until Philip, the son of Amyntas, forced them to stay within the original boundaries of their territories. Before this, if the Lacedaemonians were not engaged on some business outside the Peloponnesus, they were always trying to annex a piece of Argive territory; or if they were busied with a war beyond their borders it was the turn of the Argives to retaliate."
Pausanias,Description of Greece,2,21,4,"τὸ δὲ οἰκοδόμημα λευκοῦ λίθου κατὰ μέσονμάλιστα τῆς ἀγορᾶς οὐ τρόπαιον ἐπὶ Πύρρῳ τῷἨπειρώτῃ, καθὰ λέγουσιν οἱ Ἀργεῖοι, καυθέντος δὲἐνταῦθα τοῦ νεκροῦ μνῆμα καὶ τοῦτο ἂν εὕροι τις, ἐν ᾧτά τε ἄλλα ὅσοις ὁ Πύρρος ἐχρῆτο ἐς τὰς μάχας καὶ οἱἐλέφαντές εἰσιν ἐπειργασμένοι. τοῦτο μὲν δὴ κατὰ τὴνπυρὰν τὸ οἰκοδόμημα ἐγένετο: αὐτὰ δὲ κεῖται τοῦΠύρρου τὰ ὀστᾶ ἐν τῷ ἱερῷ τῆς Δήμητρος, παρ᾽ ᾧσυμβῆναί οἱ καὶ τὴν τελευτὴν ἐδήλωσα ἐν τῇ Ἀτθίδισυγγραφῇ. τοῦ δὲ τῆς Δήμητρος ἱεροῦ τούτου κατὰ τὴνἔσοδον ἀσπίδα ἰδεῖν Πύρρου χαλκῆν ἔστιν ὑπὲρ τῶνθυρῶν ἀνακειμένην.","The building of white marble in just about the middle of the marketplace is not, as the Argives declare, a trophy in honor of a victory over Pyrrhus of Epeirus, but it can be shown that his body was burnt here, and that this is his monument, on which are carved in relief the elephants and his other instruments of warfare. This building then was set up where the pyre stood, but the bones of Pyrrhus lie in the sanctuary of Demeter, beside which, as I have shown in my account of Attica, his death occurred. At the entrance to this sanctuary of Demeter you can see a bronze shield of Pyrrhus hanging dedicated over the door."
Pausanias,Description of Greece,2,23,4,"τὸ δ᾽ ἐπιφανέστατον Ἀργείοις τῶν Ἀσκληπιείωνἄγαλμα ἐφ᾽ ἡμῶν ἔχει καθήμενον Ἀσκληπιὸν λίθουλευκοῦ, καὶ παρ᾽ αὐτὸν ἕστηκεν Ὑγεία: κάθηνται δὲκαὶ οἱ ποιήσαντες τὰ ἀγάλματα Ξενόφιλος καὶΣτράτων. ἐξ ἀρχῆς δὲ ἱδρύσατο Σφῦρος τὸ ἱερόν, Μαχάονος μὲν υἱός, ἀδελφὸς δὲ Ἀλεξάνορος τοῦ παρὰΣικυωνίοις ἐν Τιτάνῃ τιμὰς ἔχοντος.","The most famous sanctuary of Asclepius at Argos contains at the present day a white-marble image of the god seated, and by his side stands Health. There are also seated figures of Xenophilus and Straton, who made the images. The original founder of the sanctuary was Sphyrus, son of Machaon and brother of the Alexanor who is honored among the Sicyonians in Titane."
Pausanias,Description of Greece,2,24,5,"ὁδοὶ δὲ ἐξ Ἄργους καὶ κατ᾽ ἄλλα εἰσὶ τῆςΠελοποννήσου καὶ πρὸς Ἀρκαδίας ἐπὶ Τεγέαν. ἐν δεξιᾷδὲ ὄρος ἐστὶν ἡ Λυκώνη, δένδρα κυπαρίσσου μάλισταἔχουσα. ᾠκοδόμηται δὲ ἐπὶ κορυφῇ τοῦ ὄρουςἈρτέμιδος Ὀρθίας ἱερόν, καὶ ἀγάλματα Ἀπόλλωνοςκαὶ Λητοῦς καὶ Ἀρτέμιδος πεποίηται λευκοῦ λίθου:Πολυκλείτου δέ φασιν εἶναι ἔργα. καταβάντων δὲ ἐκτοῦ ὄρους αὖθίς ἐστιν ἐν ἀριστερᾷ τῆς λεωφόρου ναὸςἈρτέμιδος.","From Argos are roads to various parts of the Peloponnesus, including one to Tegea on the side towards Arcadia. On the right is Mount Lycone, which has trees on it, chiefly cypresses. On the top of the mountain is built a sanctuary of Artemis Orthia (of the Steep), and there have been made white-marble images of Apollo, Leto, and Artemis, which they say are works of Polycleitus. On descending again from the mountain you see on the left of the highway a temple of Artemis."
Pausanias,Description of Greece,2,27,3,"οἴκημα δὲ περιφερὲς λίθου λευκοῦ καλούμενονΘόλος ᾠκοδόμηται πλησίον, θέας ἄξιον: ἐν δὲ αὐτῷΠαυσίου γράψαντος βέλη μὲν καὶ τόξον ἐστὶν ἀφεικὼςἜρως, λύραν δὲ ἀντ᾽ αὐτῶν ἀράμενος φέρει. γέγραπται δὲ ἐνταῦθα καὶ Μέθη, Παυσίου καὶ τοῦτοἔργον, ἐξ ὑαλίνης φιάλης πίνουσα: ἴδοις δὲ κἂν ἐν τῇγραφῇ φιάλην τε ὑάλου καὶ δι᾽ αὐτῆς γυναικὸςπρόσωπον. στῆλαι δὲ εἱστήκεσαν ἐντὸς τοῦ περιβόλουτὸ μὲν ἀρχαῖον καὶ πλέονες, ἐπ᾽ ἐμοῦ δὲ ἓξ λοιπαί: ταύταις ἐγγεγραμμένα καὶ ἀνδρῶν καὶ γυναικῶν ἐστινὀνόματα ἀκεσθέντων ὑπὸ τοῦ Ἀσκληπιοῦ, προσέτι δὲκαὶ νόσημα ὅ τι ἕκαστος ἐνόσησε καὶ ὅπως ἰάθη:","Near has been built a circular building of white marble, called Tholos (Round House), which is worth seeing. In it is a picture by Pausias53 representing Love, who has cast aside his bow and arrows, and is carrying instead of them a lyre that he has taken up. Here there is also another work of Pausias, Drunkenness drinking out of a crystal cup. You can see even in the painting a crystal cup and a woman's face through it. Within the enclosure stood slabs; in my time six remained, but of old there were more. On them are inscribed the names of both the men and the women who have been healed by Asclepius, the disease also from which each suffered, and the means of cure. The dialect is Doric."
Pausanias,Description of Greece,2,29,1,"αὐτὴ δὲ τῶν Ἐπιδαυρίων ἡ πόλις παρείχετο ἐς μνήμηντάδε ἀξιολογώτατα: τέμενος δή ἐστιν Ἀσκληπιοῦ καὶἀγάλματα ὁ θεὸς αὐτὸς καὶ Ἠπιόνη, γυναῖκα δὲ εἶναιτὴν Ἠπιόνην Ἀσκληπιοῦ φασι: ταῦτά ἐστιν ἐν ὑπαίθρῳλίθου Παρίου. ναοὶ δὲ ἐν τῇ πόλει καὶ Διονύσου καὶἈρτέμιδός ἐστιν ἄλσος: εἰκάσαις ἂν θηρευούσῃ τὴνἌρτεμιν. Ἀφροδίτης τε ἱερὸν πεποίηται: τὸ δὲ πρὸς τῷλιμένι ἐπὶ ἄκρας ἀνεχούσης ἐς θάλασσαν λέγουσινἭρας εἶναι. τὴν δὲ Ἀθηνᾶν ἐν τῇ ἀκροπόλει, ξόανονθέας ἄξιον, Κισσαίαν ἐπονομάζουσιν.","The most noteworthy things which I found the city of Epidaurus itself had to show are these. There is, of course, a precinct of Asclepius, with images of the god himself and of Epione. Epione, they say, was the wife of Asclepius. These are of Parian marble, and are set up in the open. There is also in the city a temple of Dionysus and one of Artemis. The figure of Artemis one might take to be the goddess hunting. There is also a sanctuary of Aphrodite, while the one at the harbor, on a height that juts out into the sea, they say is Hera's. The Athena on the citadel, a wooden image worth seeing, they surname Cissaea (Ivy Goddess)."
Pausanias,Description of Greece,2,29,6,"προσπλεῦσαι δὲ Αἴγινά ἐστι νήσων τῶν Ἑλληνίδωνἀπορωτάτη: πέτραι τε γὰρ ὕφαλοι περὶ πᾶσαν καὶχοιράδες ἀνεστήκασι. μηχανήσασθαι δὲ ἐξεπίτηδεςταῦτα Αἰακόν φασι λῃστειῶν τῶν ἐκ θαλάσσης φόβῳ, καὶ πολεμίοις ἀνδράσι μὴ ἄνευ κινδύνου εἶναι. πλησίον δὲ τοῦ λιμένος ἐν ᾧ μάλιστα ὁρμίζονται ναόςἐστιν Ἀφροδίτης, ἐν ἐπιφανεστάτῳ δὲ τῆς πόλεως τὸΑἰάκειον καλούμενον, περίβολος τετράγωνος λευκοῦλίθου.","Of the Greek islands, Aegina is the most difficult of access, for it is surrounded by sunken rocks and reefs which rise up. The story is that Aeacus devised this feature of set purpose, because he feared piratical raids by sea, and wished the approach to be perilous to enemies. Near the harbor in which vessels mostly anchor is a temple of Aphrodite, and in the most conspicuous part of the city what is called the shrine of Aeacus, a quadrangular enclosure of white marble."
Pausanias,Description of Greece,2,31,3,"ὄπισθεν δὲ τοῦ ναοῦ Πιτθέως μνῆμά ἐστι, τρεῖς δὲ ἐπ᾽αὐτῷ θρόνοι κεῖνται λίθου λευκοῦ: δικάζειν δὲ Πιτθέακαὶ ἄνδρας δύο σὺν αὐτῷ λέγουσιν ἐπὶ τῶν θρόνων. οὐπόρρω δὲ ἱερὸν Μουσῶν ἐστι, ποιῆσαι δὲ ἔλεγον αὐτὸἌρδαλον παῖδα Ἡφαίστου: καὶ αὐλόν τε εὑρεῖννομίζουσι τὸν Ἄρδαλον τοῦτον καὶ τὰς Μούσας ἀπ᾽αὐτοῦ καλοῦσιν Ἀρδαλίδας. ἐνταῦθα Πιτθέα διδάξαιλόγων τέχνην φασί, καί τι βιβλίον Πιτθέως δὴσύγγραμμα ὑπὸ ἀνδρὸς ἐκδοθὲν Ἐπιδαυρίου καὶ αὐτὸςἐπελεξάμην. τοῦ Μουσείου δὲ οὐ πόρρω βωμός ἐστινἀρχαῖος, Ἀρδάλου καὶ τοῦτον ὥς φασιν ἀναθέντος: ἐπὶδὲ αὐτῷ Μούσαις καὶ Ὕπνῳ θύουσι, λέγοντες τὸνὝπνον θεὸν μάλιστα εἶναι φίλον ταῖς Μούσαις.","Behind the temple is the tomb of Pittheus, on which are placed three seats of white marble. On them they say that Pittheus and two men with him used to sit in judgment. Not far off is a sanctuary of the Muses, made, they told me, by Ardalus, son of Hephaestus. This Ardalus they hold to have invented the flute, and after him they name the Muses Ardalides. Here, they say, Pittheus taught the art of rhetoric, and I have myself read a book purporting to be a treatise by Pittheus, published by a citizen of Epidaurus. Not far from the Muses' Hall is an old altar, which also, according to report, was dedicated by Ardalus. Upon it they sacrifice to the Muses and to Sleep, saying that Sleep is the god that is dearest to the Muses."
Pausanias,Description of Greece,2,34,11,"τοσαῦτα μὲν Ἑρμιονεῦσίν ἐστιν ἐνταῦθα: ἡ δὲ ἐφ᾽ἡμῶν πόλις ἀπέχει μὲν τῆς ἄκρας, ἐφ᾽ ᾗ τοῦΠοσειδῶνος τὸ ἱερόν, τέσσαρας μάλιστα σταδίους, κειμένη δὲ ἐν ὁμαλῷ τὰ πρῶτα ἠρέμα ἐς πρόσαντεςἄνεισι, τὸ δέ ἐστιν ἤδη τοῦ Πρωνός: Πρῶνα γὰρ τὸ ὄροςτοῦτο ὀνομάζουσι. τεῖχος μὲν δὴ περὶ πᾶσαν τὴνἙρμιόνα ἕστηκε: τὰ δὲ ἐς συγγραφὴν καὶ ἄλλαπαρείχετο καὶ ὧν αὐτὸς ποιήσασθαι μάλιστα ἠξίωσαμνήμην. Ἀφροδίτης ναός ἐστιν ἐπίκλησιν Ποντίας καὶΛιμενίας τῆς αὐτῆς, ἄγαλμα δὲ λευκοῦ λίθου μεγέθειτε μέγα καὶ ἐπὶ τῇ τέχνῃ θέας ἄξιον.","Such are the possessions of the Hermionians in these parts. The modern city is just about four stades distant from the headland, upon which is the sanctuary of Poseidon, and it lies on a site which is level at first, gently rising up a slope, which presently merges into Pron, for so they name this mountain. A wall stands all round Hermione, a city which I found afforded much to write about, and among the things which I thought I myself must certainly mention are a temple of Aphrodite, surnamed both Pontia (of the Deep Sea) and Limenia (of the Harbor), and a white-marble image of huge size, and worth seeing for its artistic excellence."
