Author,Work,Book,Chapter,Line,Greek,English
Pausanias,Description of Greece,1,33,7,"τάδε μὲν ἐς τοσοῦτον εἰρήσθω: πτερὰ δ᾽ ἔχον οὔτετοῦτο τὸ ἄγαλμα Νεμέσεως οὔτε ἄλλο πεποίηται τῶνἀρχαίων, ἐπεὶ μηδὲ Σμυρναίοις τὰ ἁγιώτατα ξόαναἔχει πτερά: οἱ δὲ ὕστερον—ἐπιφαίνεσθαι γὰρ τὴν θεὸνμάλιστα ἐπὶ τῷ ἐρᾶν ἐθέλουσιν—ἐπὶ τούτῳ Νεμέσειπτερὰ ὥσπερ Ἔρωτι ποιοῦσι. νῦν δὲ ἤδη δίειμι ὁπόσαἐπὶ τῷ βάθρῳ τοῦ ἀγάλματός ἐστιν εἰργασμένα, τοσόνδε ἐς τὸ σαφὲς προδηλώσας. Ἑλένῃ Νέμεσινμητέρα εἶναι λέγουσιν Ἕλληνες, Λήδαν δὲ μαστὸνἐπισχεῖν αὐτῇ καὶ θρέψαι: πατέρα δὲ καὶ οὗτοι καὶπάντες κατὰ ταὐτὰ Ἑλένης Δία καὶ οὐ Τυνδάρεων εἶναινομίζουσι.","Neither this nor any other ancient statue of Nemesis has wings, for not even the holiest wooden images of the Smyrnaeans have them, but later artists, convinced that the goddess manifests herself most as a consequence of love, give wings to Nemesis as they do to Love. I will now go onto describe what is figured on the pedestal of the statue, having made this preface for the sake of clearness. The Greeks say that Nemesis was the mother of Helen, while Leda suckled and nursed her. The father of Helen the Greeks like everybody else hold to be not Tyndareus but Zeus."
Pausanias,Description of Greece,1,36,2,"νῆσος δὲ πρὸ Σαλαμῖνός ἐστι καλουμένηΨυττάλεια: ἐς ταύτην τῶν βαρβάρων ὅσοντετρακοσίους ἀποβῆναι λέγουσιν, ἡττωμένου δὲ τοῦΞέρξου ναυτικοῦ καὶ τούτους ἀπολέσθαι φασὶνἐπιδιαβάντων ἐς τὴν Ψυττάλειαν τῶν Ἑλλήνων. ἄγαλμα δὲ ἐν τῇ νήσῳ σὺν τέχνῃ μέν ἐστιν οὐδέν, Πανὸς δὲ ὡς ἕκαστον ἔτυχε ξόανα πεποιημένα.","Before Salamis there is an island called Psyttalea. Here they say that about four hundred of the Persians landed, and when the fleet of Xerxes was defeated, these also were killed after the Greeks had crossed over to Psyttalea. The island has no artistic statue, only some roughly carved wooden images of Pan."
Pausanias,Description of Greece,1,38,8,"ἐκ δὲ Ἐλευσῖνος τραπομένοις ἐπὶ Βοιωτῶν, ἐστὶνὅμορος Ἀθηναίοις ἡ Πλαταιίς. πρότερον μὲν γὰρἘλευθερεῦσιν ὅροι πρὸς τὴν Ἀττικὴν ἦσαν: προσχωρησάντων δὲ Ἀθηναίοις τούτων, οὕτως ἤδηΒοιωτίας ὁ Κιθαιρών ἐστιν ὅρος. προσεχώρησαν δὲἘλευθερεῖς οὐ πολέμῳ βιασθέντες, ἀλλὰ πολιτείας τεἐπιθυμήσαντες παρὰ Ἀθηναίων καὶ κατ᾽ ἔχθος τὸΘηβαίων. ἐν τούτῳ τῷ πεδίῳ ναός ἐστι Διονύσου, καὶτὸ ξόανον ἐντεῦθεν Ἀθηναίοις ἐκομίσθη τὸ ἀρχαῖον: τὸδὲ ἐν Ἐλευθεραῖς τὸ ἐφ᾽ ἡμῶν ἐς μίμησιν ἐκείνουπεποίηται.","When you have turned from Eleusis to Boeotia you come to the Plataean land, which borders on Attica. Formerly Eleutherae formed the boundary on the side towards Attica, but when it came over to the Athenians henceforth the boundary of Boeotia was Cithaeron. The reason why the people of Eleutherae came over was not because they were reduced by war, but because they desired to share Athenian citizenship and hated the Thebans. In this plain is a temple of Dionysus, from which the old wooden image was carried off to Athens. The image at Eleutherae at the present day is a copy of the old one."
Pausanias,Description of Greece,1,40,4,"μετὰ ταῦτα ἐς τὸ τοῦ Διὸς τέμενος ἐσελθοῦσικαλούμενον Ὀλυμπιεῖον ναός ἐστι θέας ἄξιος: τὸ δὲἄγαλμα οὐκ ἐξειργάσθη τοῦ Διός, ἐπιλαβόντος τοῦΠελοποννησίων πολέμου πρὸς Ἀθηναίους, ἐν ᾧ καὶναυσὶν ἀνὰ πᾶν ἔτος καὶ στρατῷ φθείροντεςΜεγαρεῦσιν Ἀθηναῖοι τὴν χώραν τά τε κοινὰἐκάκωσαν καὶ ἰδίᾳ τοὺς οἴκους ἤγαγον ἐς τὸ ἔσχατονἀσθενείας. τῷ δὲ ἀγάλματι τοῦ Διὸς πρόσωπονἐλέφαντος καὶ χρυσοῦ, τὰ δὲ λοιπὰ πηλοῦ τέ ἐστι καὶγύψου: ποιῆσαι δὲ αὐτὸ Θεόκοσμον λέγουσινἐπιχώριον, συνεργάσασθαι δέ οἱ Φειδίαν. ὑπὲρ δὲ τῆςκεφαλῆς τοῦ Διός εἰσιν Ὧραι καὶ Μοῖραι: δῆλα δὲ πᾶσιτὴν πεπρωμένην μόνῳ οἱ πείθεσθαι καὶ τὰς ὥρας τὸνθεὸν τοῦτον νέμειν ἐς τὸ δέον. ὄπισθε δὲ τοῦ ναοῦκεῖται ξύλα ἡμίεργα: ταῦτα ἔμελλεν ὁ Θεόκοσμοςἐλέφαντι καὶ χρυσῷ κοσμήσας τὸ ἄγαλμα ἐκτελέσειντοῦ Διός.","After this when you have entered the precinct of Zeus called the Olympieum you see a note worthy temple. But the image of Zeus was not finished, for the work was interrupted by the war of the Peloponnesians against the Athenians, in which the Athenians every year ravaged the land of the Megarians with a fleet and an army, damaging public revenues and bringing private families to dire distress. The face of the image of Zeus is of ivory and gold, the other parts are of clay and gypsum. The artist is said to have been Theocosmus, a native, helped by Pheidias. Above the head of Zeus are the Seasons and Fates, and all may see that he is the only god obeyed by Destiny, and that he apportions the seasons as is due. Behind the temple lie half-worked pieces of wood, which Theocosmus intended to overlay with ivory and gold in order a complete the image of Zeus."
Pausanias,Description of Greece,1,42,5,"τοῦ δὲ Ἀπόλλωνος πλίνθου μὲν ἦν ὁ ἀρχαῖος ναός: ὕστερον δὲ βασιλεὺς ᾠκοδόμησεν Ἀδριανὸς λίθουλευκοῦ. ὁ μὲν δὴ Πύθιος καλούμενος καὶ ὁΔεκατηφόρος τοῖς Αἰγυπτίοις μάλιστα ἐοίκασι ξοάνοις, ὃν δὲ Ἀρχηγέτην ἐπονομάζουσιν, Αἰγινητικοῖς ἔργοιςἐστὶν ὅμοιος: ἐβένου δὲ πάντα ὁμοίως πεποίηται. ἤκουσα δὲ ἀνδρὸς Κυπρίου διακρῖναι πόας ἐςἀνθρώπων ἴασιν εἰδότος, ὃς τὴν ἔβενον φύλλα οὐκ ἔφηφύειν οὐδὲ εἶναι καρπὸν οὐδένα ἀπ᾽ αὐτῆς οὐδὲὁρᾶσθαι τὸ παράπαν αὐτὴν ὑπὸ ἡλίου, ῥίζας δὲὑπογαίους εἶναι, ταύτας δὲ ὀρύσσειν τοὺς Αἰθίοπας καὶἄνδρας εἶναί σφισιν οἳ τὴν ἔβενον ἴσασιν εὑρίσκειν.","The ancient temple of Apollo was of brick, but the emperor Hadrian afterwards built it of white marble. The Apollo called Pythian and the one called Decatephorus (Bringer of Tithes) are very like the Egyptian wooden images, but the one surnamed Archegetes (Founder) resembles Aeginetan works. They are all alike made of ebony. I have heard a man of Cyprus, who was skilled at sorting herbs for medicinal purposes, say that the ebony does not grow leaves or bear fruit, or even appear in the sunlight at all, but consists of underground roots which are dug up by the Aethiopians, who have men skilled at finding ebony."
Pausanias,Description of Greece,1,43,5,παρὰ δὲ τὴν ἔσοδον τὴν ἐς τὸ Διονύσιον τάφος ἐστὶνἈστυκρατείας καὶ Μαντοῦς: θυγατέρες δὲ ἦσανΠολυίδου τοῦ Κοιράνου τοῦ Ἄβαντος τοῦ Μελάμποδοςἐς Μέγαρα δ᾽ ἐλθόντος Ἀλκάθουν ἐπὶ τῷ φόνῳ τῷΚαλλιπόλιδος καθῆραι τοῦ παιδός. ᾠκοδόμησε δὴ καὶτῷ Διονύσῳ τὸ ἱερὸν Πολύιδος καὶ ξόανον ἀνέθηκενἀποκεκρυμμένον ἐφ᾽ ἡμῶν πλὴν τοῦ προσώπου: τοῦτοδέ ἐστι τὸ φανερόν. Σάτυρος δὲ παρέστηκεν αὐτῷΠραξιτέλους ἔργον Παρίου λίθου. τοῦτον μὲν δὴΠατρῷον καλοῦσιν: ἕτερον δὲ Διόνυσον Δασύλλιονἐπονομάζοντες Εὐχήνορα τὸν Κοιράνου τοῦ Πολυίδουτὸ ἄγαλμα ἀναθεῖναι λέγουσι.,"Beside the entrance to the sanctuary of Dionysus is the grave of Astycratea and Manto. They were daughters of Polyidus, son of Coeranus, son of Abas, son of Melampus, who came to Megara to purify Alcathous when he had killed his son Callipolis. Polyidus also built the sanctuary of Dionysus, and dedicated a wooden image that in our day is covered up except the face, which alone is exposed. By the side of it is a Satyr of Parian marble made by Praxiteles. This Dionysus they call Patrous (Paternal); but the image of another, that they surname Dasyllius, they say was dedicated by Euchenor, son of Coeranus, son of Polyidus."
Pausanias,Description of Greece,2,2,3,"Κορινθίοις δὲ τοῖς ἐπινείοις τὰ ὀνόματα Λέχης καὶΚεγχρίας ἔδοσαν, Ποσειδῶνος εἶναι καὶ Πειρήνης τῆςἈχελῴου λεγόμενοι: πεποίηται δὲ ἐν Ἠοίαις μεγάλαιςΟἰβάλου θυγατέρα εἶναι Πειρήνην. ἔστι δὲ ἐν Λεχαίῳμὲν Ποσειδῶνος ἱερὸν καὶ ἄγαλμα χαλκοῦν, τὴν δὲ ἐςΚεγχρέας ἰόντων ἐξ ἰσθμοῦ ναὸς Ἀρτέμιδος καὶ ξόανονἀρχαῖον. ἐν δὲ Κεγχρέαις Ἀφροδίτης τέ ἐστι ναὸς καὶἄγαλμα λίθου, μετὰ δὲ αὐτὸν ἐπὶ τῷ ἐρύματι τῷ διὰτῆς θαλάσσης Ποσειδῶνος χαλκοῦν, κατὰ δὲ τὸ ἕτερονπέρας τοῦ λιμένος Ἀσκληπιοῦ καὶ Ἴσιδος ἱερά. Κεγχρεῶν δὲ ἀπαντικρὺ τὸ Ἑλένης ἐστὶ λουτρόν: ὕδωρἐς θάλασσαν ἐκ πέτρας ῥεῖ πολὺ καὶ ἁλμυρὸν ὕδατιὅμοιον ἀρχομένῳ θερμαίνεσθαι.","The names of the Corinthian harbors were given them by Leches and Cenchrias, said to be the children of Poseidon and Peirene the daughter of Achelous, though in the poem called The Great Eoeae5 Peirene is said to be a daughter of Oebalus. In Lechaeum are a sanctuary and a bronze image of Poseidon, and on the road leading from the Isthmus to Cenchreae a temple and ancient wooden image of Artemis. In Cenchreae are a temple and a stone statue of Aphrodite, after it on the mole running into the sea a bronze image of Poseidon, and at the other end of the harbor sanctuaries of Asclepius and of Isis. Right opposite Cenchreae is Helen's Bath. It is a large stream of salt, tepid water, flowing from a rock into the sea."
Pausanias,Description of Greece,2,2,6,"λόγου δὲ ἄξια ἐν τῇ πόλει τὰ μὲν λειπόμενα ἔτι τῶνἀρχαίων ἐστίν, τὰ δὲ πολλὰ αὐτῶν ἐπὶ τῆς ἀκμῆςἐποιήθη τῆς ὕστερον. ἔστιν οὖν ἐπὶ τῆς ἀγορᾶς— ἐνταῦθα γὰρ πλεῖστά ἐστι τῶν ἱερῶν—Ἄρτεμίς τεἐπίκλησιν Ἐφεσία καὶ Διονύσου ξόανα ἐπίχρυσα πλὴντῶν προσώπων: τὰ δὲ πρόσωπα ἀλοιφῇ σφισιν ἐρυθρᾷκεκόσμηται: Λύσιον δέ, τὸν δὲ Βάκχειον ὀνομάζουσι.","The things worthy of mention in the city include the extant remains of antiquity, but the greater number of them belong to the period of its second ascendancy. On the market-place, where most of the sanctuaries are, stand Artemis surnamed Ephesian and wooden images of Dionysus, which are covered with gold with the exception of their faces; these are ornamented with red paint. They are called Lysius and Baccheus,"
Pausanias,Description of Greece,2,4,1,"τάδε μὲν οὕτως ἔχοντα ἐπελεξάμην, τοῦ μνήματος δέἐστιν οὐ πόρρω Χαλινίτιδος Ἀθηνᾶς ἱερόν: Ἀθηνᾶν γὰρθεῶν μάλιστα συγκατεργάσασθαι τά τε ἄλλαΒελλεροφόντῃ φασὶ καὶ ὡς τὸν Πήγασόν οἱ παραδοίηχειρωσαμένη τε καὶ ἐνθεῖσα αὐτὴ τῷ ἵππῳ χαλινόν. τὸδὲ ἄγαλμα τοῦτο ξόανόν ἐστι, πρόσωπον δὲ καὶ χεῖρεςκαὶ ἀκρόποδες εἰσὶ λευκοῦ λίθου.","This is the account that I read, and not far from the tomb is the temple of Athena Chalinitis (Bridler). For Athena, they say, was the divinity who gave most help to Bellerophontes, and she delivered to him Pegasus, having herself broken in and bridled him. The image of her is of wood, but face, hands and feet are of white marble."
Pausanias,Description of Greece,2,4,5,"τὸ δὲ ἱερὸν τῆς Ἀθηνᾶς τῆς Χαλινίτιδος πρὸς τῷθεάτρῳ σφίσιν ἐστὶν καὶ πλησίον ξόανον γυμνὸνἩρακλέους, Δαιδάλου δὲ αὐτό φασιν εἶναι τέχνην. Δαίδαλος δὲ ὁπόσα εἰργάσατο, ἀτοπώτερα μέν ἐστιν ἐςτὴν ὄψιν, ἐπιπρέπει δὲ ὅμως τι καὶ ἔνθεον τούτοις. ὑπὲρ δὲ τὸ θέατρόν ἐστιν ἱερὸν Διὸς Καπετωλίου φωνῇτῇ Ῥωμαίων: κατὰ Ἑλλάδα δὲ γλῶσσαν Κορυφαῖοςὀνομάζοιτο ἄν. τοῦ θεάτρου δέ ἐστι τοῦδε οὐ πόρρωγυμνάσιον τὸ ἀρχαῖον καὶ πηγὴ καλουμένη Λέρνα: κίονες δὲ ἑστήκασι περὶ αὐτὴν καὶ καθέδραιπεποίηνται τοὺς ἐσελθόντας ἀναψύχειν ὥρᾳ θέρους. πρὸς τούτῳ τῷ γυμνασίῳ ναοὶ θεῶν εἰσιν ὁ μὲν Διός, ὁδὲ Ἀσκληπιοῦ: τὰ δὲ ἀγάλματα Ἀσκληπιὸς μὲν καὶὙγεία λευκοῦ λίθου, τὸ δὲ τοῦ Διὸς χαλκοῦν ἐστιν.","Now the sanctuary of Athena Chalinitis is by their theater, and near is a naked wooden image of Heracles, said to be a work of Daedalus. All the works of this artist, although rather uncouth to look at, are nevertheless distinguished by a kind of inspiration. Above the theater is a sanctuary of Zeus surnamed in the Latin tongue Capitolinus, which might be rendered into Greek “Coryphaeos”. Not far from this theater is the ancient gymnasium, and a spring called Lerna. Pillars stand around it, and seats have been made to refresh in summer time those who have entered it. By this gymnasium are temples of Zeus and Asclepius. The images of Asclepius and of Health are of white marble, that of Zeus is of bronze."
