Author,Work,Book,Chapter,Line,Latin,English,Link
Vitruvius,De Architectura,2,8,9,"De latericiis vero, dummodo ad perpendiculumsint stantes, nihil deducitur, sed quanti fuerintolim facti, tanti esse semper aestimantur. itaquenonnullis civitatibus et publica opera et privatasdomos etiam regias e latere structas licet videre: etprimum Athenis murum, qui spectat adHymettum montem et Pentelensem; item Patris inaede Iovis et Herculis latericias cellas, cum circalapidea in aede epistylia sint et columnae; in ItaliaArretio vetustum egregie factum murum. Trallibusdomus regibus Attalicis facta, quae adhabitandum semper datur ei, qui civitatis geritsacerdotium. item Lacedaemone e quibusdamparietibus etiam picturae excisae intersectislateribus inclusae sunt in ligneis formis et incomitium ad ornatum aedilitatis Varronis etMurenae fuerunt adlatae.","This is not the practice in the case of brick walls, which, whilst they stand upright, are always valued at their first cost. Hence, in some states, not only public and private buildings, but even royal structures, are built of brick. We may instance that part of the wall at Athens towards Mounts Hymettus and Pentelicus, the temples of Jupiter and Hercules, in which the cells are of brick, whilst the columns and their entablatures are of stone, in Italy the antientº and exquisitely wrought wall of Arezzo, and at Tralles a palace for the Attalic kings, which is the official residence of the priest. Some pictures painted on brick walls at Sparta, after being cut out, were packed up in wooden cases and transported to the Comitium to grace the Ædileship of Varro and Murena.",
Vitruvius,De Architectura,2,8,10,"Croesi domus, quam Sardiani civibus adrequiescendum aetatis otio seniorum collegiogerusiam dedicaverunt; item Halicarnassopotentissimi regis Mausoli domus, cumProconnensio marmore omnia haberet ornata, parietes habet latere structos, qui ad hoc tempusegregiam praestant firmitatem ita tectoriisoperibus expoliti, uti vitri perluciditatemvideantur habere. neque is rex ab inopia id fecit;infinitis enim vectigalibus erat fartus, quodimperabat Cariae toti.","In the house of Croesus, which the Sardians call Gerusia, established for the repose and comfort of the citizens in their old age, as also in the house of Mausolus, a very powerful king of Halicarnassus, though all the ornaments are of Proconnesian marble, the walls are of brick, are remarkably sound at the present day, and the plastering with which they are covered is so polished that they sparkle like glass.",
Vitruvius,De Architectura,2,8,16,"Cum ergo tam magna potentia reges noncontempserint latericiorum parietum structuras, quibus ex vectigalibus et praeda saepius licitumfuerat non modo caementicio aut quadrato saxosed etiam marmoreo habere, non puto oportereinprobare quae sunt e latericia structura factaaedificia, dummodo recte sint tecta. sed id genusquid ita populo Romano in urbe fieri nonoporteat, exponam, quaeque sunt eius rei causaeet rationes, non praetermittam.","If therefore, kings of such great power did not despise brick buildings, those who, from their great revenue and spoils in war, can afford the expence not only of squared and rough stone, but even of marble buildings, must not despise brick structures when well executed. I shall now explain why this species of walls is not permitted in the city of Rome, and also why such walls ought not to be permitted.",
Vitruvius,De Architectura,2,8,17,"Leges publicae non patiuntur maiorescrassitudines quam sesquipedales constitui lococommuni; ceteri autem parietes, ne spatiaangustiora fierent, eadem crassitudineconlocantur. latericii vero, nisi diplinthii auttriplinthii fuerint, sesquipedali crassitudine nonpossunt plus quam unam sustinerecontignationem. in ea autem maiestate urbis etcivium infinita frequentia innumerabileshabitationes opus est explicare. ergo cum reciperenon possint areae planatae tantam multitudinemad habitandum in urbe, ad auxilium altitudinisaedificiorum res ipsa coegit devenire. itaque pilislapideis, structuris testaceis, parietibuscaementiciis altitudines extructaecontignationibus crebris coaxatae cenaculorum adsummas utilitates perficiunt despectationes. ergomoenibus e contignationibus areis alto spatiomultiplicatis populus Romanus egregias habetsine inpeditione habitationes.","The public laws forbid a greater thickness than •one foot and a half to be given to walls that abut on a public way, and the other walls, to prevent loss of room, are not built thicker. Now brick walls, unless of the thickness of two or three bricks, at all events of at least one foot and a half, are not fit to carry more than one floor, so that from the great population of the city innumerable houses would be required. Since, therefore, the area it occupies would not in such case contain the number to be accommodated, it became absolutely necessary to gain in height that which could not be obtained on the plan. Thus by means of stone piers or walls of burnt bricks or unsquared stones, which were tied together by the timbers of the several floors, they obtained in the upper story excellent dining rooms. The Roman people by thus multiplying the number of stories in their houses are commodiously lodged.",
Vitruvius,De Architectura,2,8,18,"Quoniam ergo explicata ratio est, quid ita in urbepropter necessitatem angustiarum non patiunturesse latericios parietes, cum extra urbem opus erithis uti. ut sint sine vitiis ad vetustatem, sic eritfaciendum. summis parietibus structura testaceasub tegula subiciatur altitudine circitersesquipedali habeatque proiecturas coronarum. ita vitari poterunt quae solent in his fieri vitia; cum enim in tecto tegulae fuerint fractae aut aventis deiectae, qua possint ex imbribus aquaeperpluere, non patietur lorica testacea laedilaterem, sed proiectura coronarum reiciet extraperpendiculum stillas et ea ratione servaveritintegras parietum latericiorum structuras.","Having explained why, on account of the narrowness of the streets in Rome, walls of brick are not allowed in the city, I shall now give instructions for their use out of the city when required, to the end that they may be durable. On the top of a wall immediately under the roof, there should be a course of burnt bricks, about •one foot and a half in height, and projecting over the walls like the corona of a cornice; thus the injury to be guarded against in such a wall, will be prevented; for if any tiles should be accidentally broken or dislodged by the wind, so as to afford a passage for the rain, the burnt brick, a protection to it, will secure the wall itself from damage, and the projection will cause the dropping of the water to fall beyond the face of the wall and thus preserve it.",
Vitruvius,De Architectura,2,8,19,"De ipsa autem testa, si sit optima seu vitiosa adstructuram, statim nemo potest iudicare, quod intempestatibus et aestate in tecto cum estconlocata, tunc, si est firma, probatur; namquequae non fuerit ex creta bona aut parum erit cocta, ibi se ostendet esse vitiosam gelicidiis et pruinatacta. ergo quae non in tectis poterit pati laborem, ea non potest in structura oneri ferendo essefirma. quare maxime ex veteribus tegulis tecta etex vetere testa structi parietes firmitatem poterunthabere.","To judge of such burnt bricks as are fit for the purpose is not at first an easy matter; the only way of ascertaining their goodness is to try them through a summer and winter, and, if they bear out through these undamaged, they may be used. Those which are not made of good clay are soon injured by the frost and rain; hence if unfit to be used in roofs they will be more unfit in walls. Walls built of old tiles are consequently very lasting.",
Vitruvius,De Architectura,2,8,20,"Craticii vero velim quidem ne inventi essent; quantum enim celeritate et loci laxamentoprosunt, tanto maiori et communi sunt calamitati, quod ad incendia uti faces sunt parati. itaquesatius esse videtur inpensa testaceorum insumptu, quam compendio craticiorum esse inpericulo. etiamque in tectoriis operibus rimas hifaciunt arrectariorum et transversariorumdispositione. cum enim linuntur, recipientesumorem turgescunt, deinde siccescendocontrahuntur et ita extenuati disrumpunttectoriorum soliditatem. sed quoniam nonnullosceleritas aut inopia aut in pendenti loco dissaeptiocogit, sic erit faciundum. solum substruatur aliae, ut sit intactum ab rudere et pavimento; obrutaenim in his cum sunt, vetustate marcida fiunt; deinde subsidentia proclinantur et disrumpuntspeciem tectoriorum.  De parietibus et apparitione generatim materiae eorum, quibus sint virtutibus et vitiis, quemadmodum potui, exposui; de contignationibus autem et copiis earum, quibus comparentur, ut ad vetustatem non sint infirmae, uti natura rerum monstrat, explicabo.","As to wattled walls, would they had never been invented, for though convenient and expeditiously made, they are conducive to great calamity from their acting almost like torches in case of fire. It is much better, therefore, in the first instance, to be at the expense of burnt bricks, than from parsimony to be in perpetual risk. Walls moreover, of this sort, that are covered with plaster are always full of cracks, arising from the crossing of the laths; for when the plastering is laid on wet, it swells the wood, which contracts as the work dries, breaking the plastering. ",
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
