Author,Work,Book,Chapter,Line,Latin,English
Vitruvius,De Architectura,2,9,12,"Item carpinus, quod est minima ignis et terreni mixtione, aeris autem et umoris summa continetur temperatura, non est fragilis, sed habet utilissimam tractabilitatem. itaque Graeci, quod ex ea materia iuga iumentiscomparant, quod apud eos iuga ???? vocitantur, item?????? eam appellant. non minus est admirandum decupresso et pinu, quod eae habentes umoris abundantiamaequamque ceterorum mixtionem, propter umorissatietatem in operibus solent esse pandae, sed invetustatem sine vitiis conservantur, quod is liquor, quiinest penitus in corporibus earum, habet amarumsaporem, qui propter acritudinem non patitur penetrarecariem neque eas bestiolas, quae sunt nocentes. ideoquequae ex his generibus opera constituuntur, permanent adaeternam diuturnitatem.",#VALUE!
Vitruvius,De Architectura,2,9,15,"Ea autem materies quemadmodum sit inventa, est causacognoscere. divus Caesar cum exercitum habuisset circaAlpes imperavissetque municipiis praestare commeatus,ibique esset castellum munitum, quod vocareturLarignum, tunc, qui in eo fuerunt, naturali munitioneconfisi noluerunt imperio parere. itaque imperator copiasiussit admoveri. erat autem ante eius castelli portamturris ex hac materia alternis trabibus transversis uti pyrainter se composita alte, uti possent de summo sudibus etlapidibus accedentes repellere. tunc vero cumanimadversum est alia eos tela praeter sudes non habereneque posse longius a muro propter pondus iaculari, imperatum est fasciculos ex virgis alligatos et facesardentes ad eam munitionem accedentes mittere.","This property of the wood was discovered under the following circumstances. Julius Cæsar, being with his army near the Alps, ordered the towns to supply him with provisions. Among them was a fortress called Larignum, whose inhabitants, trusting to their fortifications, refused to obey the mandate. Cæsar ordered his forces to the spot immediately. In front of the gate of this fortress stood a tower built of this species of timber, of considerable height, and constructed after the manner of a funeral pile, with beams alternately crossing each other at their extremities, so that the besieged might, from its top, annoy the besiegers with darts and stones. It appearing that the persons on the tower had no other arms than darts, which, from their weight, could not be hurled any great distance from the walls, orders were given to convey bundles of fire-wood and torches to the tower, which were quickly executed by the soldiers."
Vitruvius,De Architectura,2,9,17,"Sunt autem eae arbores foliis similibus pini; materies earum prolixa, tractabilis ad intestinum opus non minus quam sappinea, habetque resinam liquidam mellis Attici colore, quae etiam medetur pthisicis.
De singulis generibus, quibus proprietatibus e natura rerum videantur esse comparatae quibusque procreantur rationibus, exposui. insequitur animadversio, quid ita quae in urbe supernas dicitur abies, deterior est, quae infernas, egregios in aedificiis ad diuturnitatem praestat usus, et de his rebus, quemadmodum videantur e locorum proprietatibus habere vitia aut virtutes, uti ea sint considerantibus apertiora, exponere.","The leaves of these trees are similar to those of the pine-tree; the fibres of them straight, and not harder to work in joinery than the pine-tree. The wood contains a liquid resin, of the colour of Attic honey, which is a good remedy in cases of phthisis. I have now treated of the different sorts of timber, and of their natural properties, as well as of the proportion of the elements in each. It only remains to enquire, why that species of fir, which is known in Rome by the name of Supernas, is not so good as that which is called Infernas, whose durability in buildings is so great. I shall therefore explain how their good and bad qualities arise from the situations in which they grow, that they may be clearly understood."
Vitruvius,De Architectura,4,2,1,"Quoniam autem de generibus columnarum origines etinventiones supra sunt scriptae, non alienum mihi videturisdem rationibus de ornamentis eorum, quemadmodumsunt prognata et quibus principiis et originibus inventa, dicere. in aedificiis omnibus insuper conlocaturmateriatio variis vocabulis nominata. ea autem uti innominationibus, ita in re varias habet utilitates. trabesenim supra columnas et parastaticas et antas ponuntur; incontignationibus tigna et axes; sub tectis, si maiora spatiasunt, et transtra et capreoli, si commoda, columen, etcantherii prominentes ad extremam suggrundationem; supra cantherios templa; deinde insuper sub tegulasasseres ita prominentes, uti parietes proiecturis eorumtegantur.","The origin and invention of the different species of columns having been discussed, it is now necessary to say something on the subject of their ornaments, how they originated, and upon what principles and for what purposes they were invented. In all buildings the timber framed work, which has various names, crowns them. The timbers vary as much in their uses as in their names. Those are called bressummers (trabes) which are placed over columns, pilasters (parastatæ), and antæ. In the framing of floors, beams (tigna) and boards (axes) are used. If the span of a roof be large, a ridge piece (columen) is laid on top of the king post (columna, whence is derived the word column), and a tye beam (transtrum) and struts (capreoli) will be necessary. If the roof be of a moderate span, the ridge piece (columen), and rafters (cantherii), of sufficient projection at their feet to throw the water off the walls, will answer the purpose. On the rafters are laid purlines (templa), and again on these, to receive the tiles, are placed common rafters (asseres), which must be of sufficient length to cover the walls and protect them."
Vitruvius,De Architectura,4,2,2,"Ita unaquaeque res et locum et genus et ordinemproprium tuetur. e quibus rebus et a materiatura fabrili inlapideis et marmoreis aedium sacrarum aedificationibusartifices dispositiones eorum scalpturis sunt imitati et easinventiones persequendas putaverunt. ideo, quod antiquifabri quodam in loco aedificantes, cum ita ab interioribusparietibus ad extremas partes tigna prominentiahabuissent conlocata, inter tigna struxerunt supraquecoronas et fastigia venustiore specie fabrilibus operibusornaverunt, tum proiecturas tignorum, quantumeminebant, ad lineam et perpendiculum parietumpraesecuerunt, quae species cum invenusta îs visa esset,tabellas ita formatas, uti nunc fiunt triglyphi, contratignorum praecisiones in fronte fixerunt et eas ceracaerulea depinxerunt, ut praecisiones tignorum tectae nonoffenderent visum: ita divisiones triglyphorum etmetoparum tignorum dispositione et intertigniûm haberein doricis operibus coeperunt.","Thus each piece has its proper place, origin, and purpose. Hence, following the arrangement of timber framing, workmen have imitated, both in stone and marble, the disposition of timbers in sacred edifices, thinking such a distribution ought to be attended to; because some antientº artificers, having laid the beams so that they ran over from the inner face of the walls, and projected beyond their external face, filled up the spaces between the beams, and ornamented the cornices and upper parts with wood-work elegantly wrought. They then cut off the ends of the beams that projected over the external face of the wall, flush with its face; the appearance whereof being unpleasing, they fixed, on the end of each beam so cut, indented tablets, similar to the triglyphs now in use, and painted them with a waxen composition of a blue colour, so that the ends of the beams in question might not be unpleasant to the eye. Thus the ends of the timbers covered with tablets, indented as just mentioned, gave rise to the triglyph and metopa in the Doric order."
Vitruvius,De Architectura,4,7,4,"Supra columnas trabes compactiles inponantur utaltitudinis modulis îs, qui a magnitudine operispostulabuntur. eaeque trabes compactiles eam habeantcrassitudinem, quanta summae columnae erithypotrachelium, et ita sint compactae subscudibus etsecuriclis, ut compactura duorum digitorum habeantlaxationem. cum enim inter se tangunt et nonspiramentum et perflatum venti recipiunt, concalefaciuntur et celeriter putrescunt.","Over the columns coupled beams are laid of such height as the magnitude of the work may require. Their width must be equal to that of the hypotrachelium at the top of the column, and they are to be so coupled together with dovetailed dowels as to leave a space of two inches between them. For if they are laid touching each other, and the air does not play round them, they heat and soon rot. Above the beams and walls the mutuli project one fourth the height of the column. In front of these members are fixed, and over them the tympanum of the pediment, either of masonry or timber. Above the pediment the ridge-piece (columen), rafters (cantherii), and purlines (templa), are distributed so that the water may drip therefrom on three sides."
Vitruvius,De Architectura,5,1,1,"Graeci in quadrato amplissimis et duplicibus porticibusfora constituunt crebrisque columnis et lapideis autmarmoreis epistyliis adornant et supra ambulationes incontignationibus faciunt. Italiae vero urbibus non eademest ratione faciendum, ideo quod a maioribus consuetudotradita est gladiatoria munera in foro dari.","The Greeks make their forum square, with a spacious and double portico, ornamenting it with columns placed at narrow intervals, and stone or marble epistylia, and forming walks above on the timber framed work. In the cities of Italy, however, this practice is not followed, because the antientº custom prevails of exhibiting the shows of gladiators in the forum."
Vitruvius,De Architectura,5,1,6,"Non minus summam dignitatem et venustatem possunthabere comparationes basilicarum, quo genere ColoniaeIuliae Fanestri conlocavi curavique faciendam, cuiusproportiones et symmetriae sic sunt constitutae. medianatestudo inter columnas est longa pedes CXX, lata pedesLX. porticus eius circa testudinem inter parietes etcolumnas lata pedes XX. columnae altitudinibus perpetuiscum capitulis pedes L, crassitudinibus quinûm, habentespost se parastaticas altas pedes XX, latas pedes II S, crassas I S, quae sustinent trabes, in quibus invehunturporticuum contignationes. supraque eas aliae parastaticaepedum XVIII, latae binûm, crassae pedem, quae excipiuntitem trabes sustinentes cantherium et porticûm, quaesunt summissa infra testudinem, tecta.","Basilicæ, similar to that which I designed and carried into execution in the Julian colony of Fano, will not be deficient either in dignity or in beauty. The proportions and symmetry of this are as follow. The middle vault, between the columns, is•one hundred and twenty feet long, and sixty feet wide. The portico round it, between the walls and columns, is•twenty feet wide. The height of the columns, including the capitals, is•fifty feet, their thickness•five feet, and they have pilasters behind them•twenty feet high, two feet and a half wide, and one and a half thick, supporting beams which carry the floor of the portico. Above these, other pilasters are placed,•eighteen feet high, two feet wide, and one foot thick, which also receive timbers for carrying the rafters of the portico, whose roof is lower than the vault."
Vitruvius,De Architectura,5,10,3,"Concamarationes vero si ex structura factae fuerint, eruntutiliores; sin autem contignationes fuerint, figlinum opussubiciatur. sed hoc ita erit faciendum. regulae ferreae autarcus fiant, eaeque uncinis ferreis ad contignationemsuspendantur quam creberrimis; eaeque regulae sivearcus ita disponantur, uti tegulae sine marginibus sederein duabus invehique possint, et ita totae concamarationesin ferro nitentes sint perfectae. earumque camararumsuperiora coagmenta ex argilla cum capillo subactaliniantur; inferior autem pars, quae ad pavimentumspectat, primum testa cum calce trullizetur, deinde operealbario sive tectorio poliatur. eaeque camarae in caldariissi duplices factae fuerint, meliorem habebunt usum; nonenim a vapore umor corrumpere poterit materiemcontignationis, sed inter duas camaras vagabitur.","The ceilings, if of masonry, will be preferable; if, however, they are of timber, they should be plastered on the under side, which must be done as follows. Iron rods, or arcs, are prepared and suspended by iron hooks to the floor as close as possible. These rods or arcs are at such distances from each other, that tiles, without knees, may rest on and be borne by every two ranges, and thus the whole vaulting depending on the iron may be perfected. The upper parts of the joints are stopped with clay and hair. The under side towards the pavement is first plastered with pounded tiles and lime, and then finished with stucco or fine plastering. If the vaulting of hot baths is made double it will be better, because the moisture of the steam cannot then affect the timber, but will be condensed between the two arches."
Vitruvius,De Architectura,5,12,7,"His perfectis navaliorum ea erit ratio, ut constituantur spectantia maxime ad septentrionem; nam meridianae regiones propter aestus cariem, tineam, teredines reliquaque bestiarum nocentium genera procreant alendoque conservant. eaque aedificia minime sunt materianda propter incendia. de magnitudinibus autem finitio nulla debet esse, sed faciunda ad maximum navium modum, uti, etsi maiores naves subductae fuerint, habeant cum laxamento ibi conlocationem.
Quae necessaria ad utilitatem in civitatibus publicorum locorum succurrere mihi potuerunt, quemadmodum constituantur et perficiantur, in hoc volumine scripsi; privatorum autem aedificiorum utilitates et eorum symmetrias insequenti volumine ratiocinabor.","When this is completed, the arsenals are to be constructed chiefly with a northern aspect; for if they are to the south, the heat will generate and nourish the rot, the worm, the ship worm, and other noxious insects; and timber should be sparingly used in these buildings on account of fire. No rule can be given for the size, but they must be suited to receive the largest ships, so that, if drawn ashore, there may be plenty of room for them. In this book, as far as it has occurred to me, I have treated of the public buildings necessary for the use of a city: in that following, I shall treat of the convenience and symmetry of private houses."
Vitruvius,De Architectura,7,1,1,"Primumque incipiam de ruderatione, quae principia tenetexpolitionum, uti curiosius summaque providentiasolidationis ratio habeatur. et si plano pede eriteruderandum, quaeratur, solum si sit perpetuo solidum, et ita exaequetur, et inducatur cum statumine rudus. sinautem omnis aut ex parte congesticius locus fuerit, fistucationibus cum magna cura solidetur. incontignationibus vero diligenter est animadvertendum, nequi paries, qui non exeat ad summum, sit extructus subpavimentum, sed potius relaxatus supra se pendentemhabeat coaxationem. cum enim solidus exit, contignationibus arescentibus aut pandatione sidentibus, permanens structurae soliditate dextra ac sinistrasecundum se facit in pavimentis necessario rimas.","I shall begin with pavements, which are the principal of the finishings, and should be executed with the greatest care and attention to their solidity. If the pavement be made on the ground itself, the soil must be examined, to ascertain that it solid throughout, then over it is to be spread and levelled a layer of rubbish. But if the whole or any part of the earth be loose, it is to be made solid with a rammer. In timber floors care must be taken that no wall be built under them, so as to touch the under side of the floors; but that a space be rather left between them and the floors. For if they be made solid, the timber of the floors drying and settling, whilst the wall remains in its place, will cause fissures in the pavement to the right and left."
Vitruvius,De Architectura,7,1,2,"Item danda est opera, ne commisceantur axes aesculiniquerco, quod quercei, simul umorem perceperunt, setorquentes rimas faciunt in pavimentis. sin autemaesculus non erit et necessitas coegerit propter inopiamquerceis uti, sic videtur esse faciundum, ut secenturtenuiores; quo minus enim valuerint, eo facilius clavis fixicontinebuntur. deinde in singulis tignis extremis partibusaxis bini clavi figantur, uti nulla ex parte possint setorquendo anguli excitare. namque de cerro aut fago seufarno nullus ad vestutatem potest permanere. coaxationibus factis, si erit, filex, si non, paleasubsternatur, uti materies ab calcis vitiis defendatur.","Care must also be taken that holm timber be not used with oak; for as soon as oak becomes damp, it warps, and causes cracks in the pavement. If, however, holm is not to be had, and on that account it be absolutely necessary to use oak, it should be cut very thin, by which means its power will be diminished, and it will be more easily fastened with the nails. Then through the edges of the boards two nails are to be driven into every joist, so that no part of the edges may warp. I do not mention the chestnut, beech, or the farnus, because neither of them are durable. The floor being prepared, fern, if at hand, and if not, straw, is to be spread over it, so that the timber may not be injured by the lime."
Vitruvius,De Architectura,7,1,5,"Subdiu vero maxime idonea faciunda sunt pavimenta,quod contignationes umore crescentes aut siccitatedecrescentes seu pandationibus sidentes movendo sefaciunt vitia pavimentis; praeterea gelicidia et pruinaenon patiuntur integra permanere. itaque si necessitascoegerit, ut minime vitiosa fiant, sic erit faciundum. cumcoaxatum fuerit, super altera coaxatio transversasternatur clavisque fixa duplicem praebeat contignationiloricationem. deinde ruderi novo tertia pars testae tunsaeadmisceatur, calcisque duae partes ad quinque mortariimixtionibus praestent responsum.","Pavements are, however, more fit to be used in the open air, inasmuch as timbers expanding in a moist atmosphere, and contracting in a dry one, or sagging in the middle, cause defects in the pavement by their settlements. Moreover, frosts and ice soon ruin them. But as they are sometimes required, they must be made as follows. Over the first flooring, boards, others crossing them, must be laid, fastened with nails; thus giving a double covering to the beams. The pavement is composed of two parts of fresh rubbish, one of potsherds, and two of lime."
Vitruvius,De Architectura,7,2,2,"Cum autem habita erit ratio macerationis et id curiosiusoperi praeparatum erit, sumatur ascia et, quemadmodummateria dolatur, sic calx in lacu macerata ascietur. si adeam offenderint calculi, non erit temperata; cumquesiccum et purum ferrum educetur, indicabit eamevanidam et siticulosam; cum vero pinguis fuerit et rectemacerata, circa id ferramentum uti glutinum haerensomni ratione probabit se esse temperatam. tunc autemmachinis comparatis camerarum dispositiones inconclavibus expediantur, nisi lacunariis ea fuerint ornata.","When the slaking is properly conducted, and care taken in the preparation of the materials, a hatchet is used, similar to that with which timber is hewn, and the lime is to be chopped with it, as it lies in the heap. If the hatchet strikes upon lumps, the lime is not sufficiently slaked, and when the iron of the instrument is drawn out dry and clean, it shews that the lime is poor and weak; but if, when extracted, the iron exhibits a glutinous substance adhering to it, that not only indicates the richness and thorough slaking of the lime, but also shews that it has been well tempered. The scaffolding being then prepared, the compartments of the rooms are executed, except the ceilings be straight."
Vitruvius,De Architectura,7,3,11,"Sin autem in craticiis tectoria erunt facienda, quibusnecesse est in arrectariis et transversariis rimas fieri, ideoquod, luto cum linuntur, necessario recipiunt umorem,cum autem arescunt, extenuati in tectoriis faciunt rimas,id ut non fiat, haec erit ratio. cum paries totus lutoinquinatus fuerit, tunc in eo opere cannae clavis muscariisperpetuae figantur, deinde iterum luto inducto, si priorestransversariis harundinibus fixae sunt, secundae erectisfigantur, et ita, uti supra scriptum est, harenatum etmarmor et omne tectorium inducatur. ita cannarumduplex in parietibus harundinibus transversis fixaperpetuitas nec segmina nec rimam ullam fieri patietur.","If stucco be used on timber partitions, which are necessarily constructed with spaces between the upright and cross pieces, and thence, when smeared with the clay, the reeds, by the side of each other, are to be nailed thereon with bossed nails; and clay having been laid over these, and another layer of reeds nailed on the former, but crossed in their direction, so that one set is nailed upright, and the other horizontally; then, as above described, the sand and marble coats and finishing are to be followed up. The double row of reeds thus crossed on walls prevents all cracks and fissures."
